nct_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127,Sentiment
NCT06954688,0.11690836399793600,-0.16065791249275200,0.004246264696121220,-0.05988328903913500,-0.0867219865322113,0.0891743004322052,-0.0976857990026474,-0.07091481238603590,-0.1461644172668460,0.19785967469215400,0.04750075191259380,0.15307031571865100,0.1215272769331930,0.11441871523857100,-0.3052925169467930,0.08752977848052980,0.07523620128631590,-0.08555629104375840,0.00460339430719614,0.26327913999557500,-0.18373480439186100,0.0027388434391468800,-0.23071439564228100,-0.03715796768665310,-0.018896348774433100,-0.11048439890146300,0.24981729686260200,-0.20959937572479200,-0.06434226781129840,-0.09692835807800290,0.12225132435560200,0.1040833368897440,0.021804528310895000,0.015778396278619800,0.04503576457500460,-0.11565082520246500,-0.01855224370956420,0.10871830582618700,0.08532737195491790,-0.26670873165130600,-0.018579203635454200,0.1639055758714680,-0.0071969726122915700,0.18382379412651100,0.03003036044538020,-0.07029478996992110,-0.07497457414865490,0.1428525745868680,0.1539941132068630,-0.2860482633113860,0.21937766671180700,0.039742499589920000,0.4644066095352170,-0.10486357659101500,-0.07174821943044660,0.01988687552511690,-0.12742936611175500,0.03311653807759290,-0.04961849004030230,-0.06621333956718450,0.09993155300617220,0.06768810749053960,0.08137860149145130,0.31321895122528100,-0.15969330072403000,0.014539215713739400,0.10247214138507800,-0.33561503887176500,-0.058814723044633900,-0.02960304170846940,0.13840992748737300,-0.1411551982164380,-0.09780410677194600,0.051180023699998900,-0.12584084272384600,0.08346205204725270,0.2963455617427830,0.11565380543470400,-0.007696797605603930,-0.07153591513633730,-0.16191644966602300,-0.0174083448946476,0.32649409770965600,0.22068648040294600,-0.016124969348311400,-0.04632449522614480,-0.12072107195854200,-0.08594151586294170,-0.0015950666274875400,-0.06344767659902570,0.22537469863891600,-0.26399487257003800,0.11413412541151000,0.057877540588378900,-0.20871935784816700,0.0644601583480835,-0.27421972155571000,-0.12621571123600000,0.05639314651489260,-0.00017476743960287400,-0.005201227962970730,0.03379768878221510,0.09228399395942690,-0.03336797654628750,-0.0931512787938118,-0.20746217668056500,-0.06164785102009770,-0.07868768274784090,0.03992609679698940,0.1346558928489690,0.013877995312213900,0.17119626700878100,0.02093539759516720,-0.03678548336029050,-0.02315349690616130,0.10891067981720000,-0.04506509006023410,-0.13402152061462400,-0.05235899239778520,-0.1702529489994050,-0.08796101808547970,-0.19139407575130500,-0.030826598405838000,0.10957781225442900,0.09528020769357680,0.1500062346458440,0.00881205964833498,0.11592766642570500,0
NCT06834399,0.06498339772224430,-0.1222674772143360,-0.19348672032356300,0.04258817434310910,0.09235416352748870,-0.1933644562959670,-0.0277562215924263,-0.14373795688152300,-0.0004510916769504550,0.05830759555101400,-0.136694997549057,-0.12584957480430600,-0.1568938046693800,0.053860459476709400,-0.15106144547462500,-0.026560280472040200,-0.02052202820777890,-0.05945081636309620,-0.10483066737651800,0.21106155216693900,-0.09271319210529330,-0.19816669821739200,0.06116992235183720,-0.06045597046613690,-0.14953520894050600,-0.1616412252187730,0.23819021880626700,-0.2893407344818120,-0.12165077030658700,-0.09318143129348760,-0.023923039436340300,0.03995561599731450,0.3385011553764340,0.2564387917518620,-0.17998766899108900,-0.004339590668678280,0.12372815608978300,0.0743289366364479,0.09189936518669130,0.06538068503141400,-0.10567131638526900,0.13767927885055500,0.07306051254272460,0.2814522385597230,0.28612020611763,0.01503504067659380,-0.23403769731521600,0.035209447145462000,0.28322499990463300,-0.1520104855299000,0.005591798573732380,0.1387127786874770,-0.004706867039203640,0.10955489426851300,-0.25066208839416500,0.007629036903381350,-0.2988288402557370,-0.35673654079437300,0.21139922738075300,-0.31203562021255500,0.3605102300643920,0.10446761548519100,0.1197051852941510,-0.08207788318395620,0.18672579526901200,0.06711815297603610,0.3649183511734010,-0.061630912125110600,-0.053750261664390600,-0.06669847667217260,0.1441100835800170,-0.13188877701759300,0.16429725289344800,-0.3297424614429470,0.27525758743286100,0.11245951056480400,0.0020957160741090800,0.1900971233844760,0.194586381316185,-0.14944681525230400,-0.17655548453331000,-0.036849044263362900,-0.04355984181165700,-0.07295405864715580,0.2229699194431310,-0.14488108456134800,0.1518055498600010,0.18517524003982500,0.18918269872665400,-0.07351474463939670,-0.006131918169558050,-0.10837287455797200,-0.028420086950063700,0.041248004883527800,-0.14192411303520200,0.025933336466550800,-0.2653464674949650,0.00035770609974861100,-0.004606299102306370,-0.21309155225753800,-0.20342983305454300,-0.0022183433175087000,-0.18112200498580900,0.08336135745048520,0.06534702330827710,-0.22284747660160100,-0.11504054069519000,0.12179707735776900,0.10679221898317300,-0.1522415429353710,-0.010597065091133100,0.3032670021057130,-0.025086242705583600,0.06655770540237430,-0.0008872300386428830,0.1329578459262850,-0.07089254260063170,-0.031762756407260900,-0.14788562059402500,0.02708621323108670,-0.10924790799617800,-0.17686858773231500,0.12172672897577300,-0.3306519389152530,0.1172514259815220,0.1370302140712740,0.003096446394920350,-0.07188217341899870,0
NCT06824870,0.22272014617919900,-0.005661286413669590,0.11725853383541100,0.12612399458885200,-0.35866060853004500,-0.16775362193584400,-0.11511848121881500,-0.05016612261533740,-0.12934978306293500,0.181731179356575,-0.2850496172904970,-0.13037778437137600,-0.219772070646286,0.21337160468101500,-0.3584102392196660,0.1982392966747280,0.01870383881032470,-0.020519491285085700,-0.03572821244597440,0.2998284697532650,-0.06370090693235400,-0.0637001171708107,-0.008836714550852780,0.05278575420379640,-0.08579506725072860,0.029248693957924800,0.15030525624752000,-0.2472255676984790,-0.1671675592660900,-0.07482338696718220,0.08283408731222150,0.014945182017982000,0.26917481422424300,-0.040478043258190200,-0.10069751739502000,0.00959700345993042,0.21562886238098100,0.26369163393974300,0.1192886009812360,-0.019552523270249400,-0.09204611927270890,0.19997559487819700,0.12873432040214500,0.2131480723619460,0.017818905413150800,-0.04325926676392560,-0.04349233955144880,-0.147838294506073,0.1494615525007250,-0.30466920137405400,0.1274150311946870,0.10571302473545100,0.16218750178813900,-0.1082322746515270,0.08541791141033170,0.17626357078552200,-0.3135409951210020,-0.06489156186580660,-0.023008078336715700,-0.34709927439689600,0.20723283290863000,0.048231326043605800,0.21958467364311200,0.18008384108543400,0.03557942435145380,0.1190117597579960,0.23582904040813400,-0.22551408410072300,-0.01726299524307250,0.07820533215999600,0.16475746035575900,-0.08254656940698620,0.03414766490459440,-0.05660384148359300,-0.04976602643728260,0.3296944499015810,0.20116658508777600,0.25169411301612900,0.22110506892204300,0.05045372247695920,-0.27802926301956200,0.11295320093631700,0.015750352293252900,0.10206036269664800,-0.1003274917602540,-0.10112057626247400,0.19369365274906200,-0.16278906166553500,0.19940750300884200,0.05749397352337840,0.17031094431877100,-0.23559430241584800,-0.04387080669403080,-0.07209224998950960,-0.27670878171920800,-0.06060060113668440,-0.40160173177719100,-0.185648113489151,0.10452727973461200,-0.03574611619114880,-0.12586572766304000,0.0974002480506897,0.02406686171889310,-0.28033697605133100,-0.10880645364522900,-0.044080059975385700,-0.06001027673482900,0.03194893151521680,0.17035456001758600,-0.012840447016060400,0.07766623795032500,0.40815916657447800,0.007620079908519980,0.11268089711666100,-0.0362652912735939,0.33396774530410800,-0.11848102509975400,-0.16194529831409500,-0.04137614369392400,0.0011270999675616600,-0.08465850353240970,-0.15129128098487900,0.036806706339120900,-0.0754014402627945,0.2743726670742040,0.33828774094581600,0.16825619339942900,0.04523104429245000,0
NCT06823505,0.21922554075717900,-0.040137920528650300,0.07652345299720760,-0.195791557431221,-0.050196077674627300,-0.09294619411230090,-0.34662923216819800,-0.12828533351421400,-0.17634093761444100,0.030874639749527000,-0.15806086361408200,-0.1587258279323580,-0.044657666236162200,-0.02630322240293030,-0.30184367299079900,0.22410641610622400,0.17462360858917200,0.07281964272260670,0.060630787163972900,0.0697375014424324,0.03907719999551770,0.10919725149869900,-0.03510411083698270,-0.09729792922735210,-0.09255997091531750,-0.12017824500799200,0.10505276918411300,-0.13283860683441200,-0.026867004111409200,-0.2198656052351000,-0.1557462066411970,-0.2045677751302720,0.26768067479133600,-0.03245819732546810,-0.008943070657551290,-0.04856104776263240,0.20595614612102500,0.19147445261478400,0.2003587931394580,0.04224475845694540,-0.03228968381881710,0.23661714792251600,0.2032625675201420,0.30675479769706700,0.02176661044359210,-0.03331759199500080,-0.23177893459796900,0.17824392020702400,0.046386729925870900,-0.2622934579849240,-0.10659682750701900,0.09832217544317250,0.4755367338657380,-0.09113851189613340,-0.18363481760025000,0.26845863461494400,-0.24754978716373400,-0.13962124288082100,0.3687152862548830,-0.16938817501068100,0.1141522228717800,0.19447512924671200,0.13756050169467900,0.13550041615963000,-0.09004560858011250,0.10035387426614800,0.034033942967653300,-0.22689776122570000,-0.04388871416449550,0.09477511048316960,0.019520901143550900,0.09445636719465260,0.0025355021934956300,-0.019408702850341800,0.004874005913734440,0.29563459753990200,0.20639260113239300,0.06433980911970140,0.12159069627523400,-0.18270725011825600,-0.1294829100370410,-0.06806796044111250,-0.0076257288455963100,0.014283823780715500,0.10258757323026700,-0.12298226356506300,0.24067479372024500,-0.12740010023117100,0.16917379200458500,-0.2068244069814680,-0.10087456554174400,-0.0821746364235878,-0.05592404678463940,0.07482428103685380,-0.23669461905956300,-0.08387675881385800,-0.27613556385040300,-0.06157635524868970,0.12233056873083100,-0.16118773818016100,-0.0028282254934310900,0.19690494239330300,0.07033538073301320,-0.012579299509525300,0.041415736079216,-0.11674688011407900,-0.20739693939685800,-0.10093265026807800,-0.028680110350251200,0.06900393217802050,0.07072224467992780,0.20876896381378200,-0.033598270267248200,0.03330943360924720,0.05228668823838230,0.134986013174057,-0.10283520072698600,-0.2832483947277070,0.08006837218999860,-0.12199533730745300,0.07344455271959310,-0.36220309138298000,0.14935508370399500,-0.0270158052444458,0.14813737571239500,0.2462276965379720,0.18045981228351600,-0.17150072753429400,0
NCT06708611,0.01248537003993990,-0.1474788784980770,-0.08538705855607990,0.06743086874485020,-0.019512854516506200,-0.08467042446136480,-0.0889461413025856,-0.031420763581991200,-0.2232106328010560,0.15528318285942100,-0.16907601058483100,-0.21349206566810600,-0.08219587802886960,0.03854474797844890,-0.532461404800415,0.21472686529159500,-0.027961894869804400,-0.15428709983825700,0.05353962630033490,0.12009177356958400,-0.2213388830423360,-0.0765240341424942,-0.1156371682882310,0.11474375426769300,-0.1509953737258910,0.07708990573883060,0.15865004062652600,-0.35685843229293800,-0.1593664288520810,-0.005870647728443150,-0.09847456961870190,-0.04436519742012020,-0.08649728447198870,0.0554945170879364,-0.14523693919181800,-0.21781790256500200,0.28902655839920000,0.05087978392839430,-0.0004215911030769350,-0.10416527092456800,0.009739506989717480,0.1523035615682600,-0.06891922652721410,0.11640943586826300,0.16564598679542500,-0.109188012778759,0.040567755699157700,-0.09941738098859790,0.05098571628332140,-0.1119857132434850,-0.0041641127318143800,-0.11211413145065300,0.24848538637161300,-0.09851673245429990,-0.03447537124156950,0.12110669910907700,-0.22500169277191200,-0.03747284412384030,0.005191527307033540,-0.09727441519498830,0.17274051904678300,8.30739736557007E-06,0.12517289817333200,0.1583702564239500,0.06535976380109790,0.0121774822473526,0.261673241853714,-0.07346051931381230,-0.21621394157409700,-0.18630476295948000,0.016788983717560800,-0.06881198287010190,-0.11222482472658200,0.01632723957300190,0.01230701059103010,0.2139033079147340,0.12318500876426700,0.15866515040397600,0.09508758783340450,-0.12323899567127200,-0.1138799861073490,0.15963846445083600,0.14480245113372800,-0.03393387794494630,0.2082536518573760,-0.014927826821804000,0.19293920695781700,0.1247168630361560,0.14093077182769800,0.07396140694618230,-0.1671038269996640,-0.01653498038649560,0.1157030463218690,0.20298008620739000,0.012743428349494900,0.031882237643003500,0.041372187435627000,0.04011213406920430,0.2167634218931200,-0.18192623555660200,-0.01240956038236620,-0.024793237447738600,-0.2542875409126280,-0.14859774708747900,0.005391836166381840,0.027002528309822100,-0.2171533703804020,-0.09718286991119390,0.30367714166641200,-0.1376091092824940,0.22786985337734200,0.16107675433158900,0.2092890441417690,0.1700415015220640,0.11668829619884500,0.05096166580915450,0.03513172268867490,0.12743137776851700,0.0576157309114933,0.1718413382768630,0.07863469421863560,-0.010825734585523600,0.02476925402879720,-0.18263648450374600,0.15229056775569900,0.05424835532903670,0.16325412690639500,-0.05658145993947980,0
NCT06615752,0.18177729845047000,-0.08166258037090300,0.1796300858259200,-0.0025555819738656300,-0.16709765791893000,-0.062041521072387700,-0.05192948505282400,-0.03852442651987080,-0.11034683138132100,0.26917755603790300,-0.16376224160194400,-0.054035723209381100,-0.13544100522995000,0.09412690997123720,-0.31469711661338800,0.12326036393642400,-0.023989969864487600,-0.017858019098639500,-0.08376391977071760,0.20631258189678200,-0.18942943215370200,-0.11867030709981900,-0.005126461386680600,0.026740651577711100,-0.24377045035362200,-0.18516531586647000,0.173885315656662,-0.23226137459278100,-0.039515625685453400,0.02353893779218200,-0.12172839790582700,-0.07033895701169970,0.006988572888076310,0.10333780199289300,-0.06775348633527760,-0.06097390130162240,0.28148356080055200,0.22455982863903000,0.10056551545858400,0.07940926402807240,-0.14079420268535600,0.24190166592598000,0.00047706178156659000,0.22173169255256700,0.24412445724010500,-0.1954842209815980,-0.07452153414487840,0.027487214654684100,0.1405298262834550,-0.20949101448059100,-0.13034376502037000,-0.126287579536438,0.30960068106651300,-0.17329558730125400,-0.14248020946979500,0.23338298499584200,-0.1542281210422520,-0.06570248305797580,0.3889884650707250,-0.20289811491966200,0.11109212785959200,0.022783352062106100,0.1472979038953780,0.0022565126419067400,0.11340010166168200,0.12381862103939100,0.3089846074581150,-0.05651659518480300,-0.20782379806041700,0.07262308895587920,0.0030039087869226900,-0.11442448198795300,0.05310509726405140,-0.25318941473960900,0.004027435090392830,0.1436530202627180,0.09027950465679170,0.13333238661289200,0.10375578701496100,-0.1762460172176360,-0.13095203042030300,0.07447591423988340,0.019867895171046300,0.013432927429676100,0.034049224108457600,-0.019025301560759500,0.12089809030294400,0.18394780158996600,0.11652593314647700,-0.15398861467838300,0.05505988746881490,-0.0917348861694336,0.037854451686143900,0.09524932503700260,-0.14239589869976000,0.119063600897789,-0.12311074882745700,0.07120414078235630,0.0927555188536644,-0.15451642870903000,0.03920774161815640,0.24567261338233900,-0.03287649154663090,-0.0869860053062439,0.08537733554840090,-0.04322086274623870,-0.16402730345726000,-0.029507655650377300,0.2227781116962430,-0.07646061480045320,0.002270865486934780,0.3268480896949770,0.023632461205124900,0.17751236259937300,0.0030705928802490200,0.19213362038135500,-0.06902267783880230,-0.0992131382226944,0.1752711534500120,-0.025763144716620400,-0.11776944249868400,-0.2480299174785610,0.08923687040805820,-0.13392381370067600,0.04468102008104320,0.19258566200733200,0.16307441890239700,-0.024042561650276200,0
NCT06602960,0.15493179857730900,-0.25272491574287400,-0.06284601986408230,-0.07110387086868290,-0.2799433171749120,-0.03499797359108930,-0.055534716695547100,0.05317007005214690,-0.1292896866798400,0.11109916120767600,-0.026105627417564400,-0.27430859208107000,-0.08222683519124990,0.08046679943799970,-0.41084539890289300,0.10446915775537500,0.27304744720459000,0.0021627098321914700,0.11574628949165300,0.2806147634983060,-0.09171833842992780,0.12294497340917600,-0.2585028409957890,-0.043433647602796600,-0.05029390752315520,0.21164022386074100,-0.04575195536017420,-0.08654579520225530,-0.04335477575659750,-0.11235921829938900,-0.050125639885664000,-0.01687045954167840,0.1945708990097050,-0.2121415138244630,-0.08710309863090520,0.04179241880774500,0.14331592619419100,0.1750190705060960,0.14758998155593900,-0.013229507021606000,0.1305016726255420,0.3575032651424410,0.20744401216507000,0.149281308054924,-0.15395715832710300,-0.07064696401357650,-0.17124707996845200,-0.1780293732881550,0.2359112650156020,-0.3318617045879360,0.05748714134097100,0.18217380344867700,0.595711886882782,-0.10835973173379900,-0.30248579382896400,0.15720824897289300,-0.2999577820301060,0.0965752825140953,-0.001687177806161340,-0.2712008059024810,0.08837725967168810,-0.0408254973590374,0.12334313243627500,0.2328919619321820,-0.018020281568169600,0.16425248980522200,0.21524840593338000,-0.2557840347290040,-0.008373454213142400,0.12561535835266100,0.13790874183177900,-0.07929957658052440,-0.07766682654619220,0.03939731419086460,-0.001088454038836060,-0.025932664051652000,0.13670025765895800,0.1766631156206130,0.04581103101372720,-0.11007248610258100,-0.180306077003479,0.11981406062841400,0.1001829281449320,0.17631639540195500,0.1907975673675540,0.037241410464048400,0.20097637176513700,0.007359122391790150,0.18067847192287400,-0.2061890810728070,-0.1581144779920580,-0.12756997346878100,0.24857091903686500,0.07672153413295750,-0.15352576971054100,0.034909140318632100,-0.21582430601120000,-0.25481659173965500,0.20747153460979500,-0.12087621539831200,0.03805331885814670,0.005786264780908820,0.17247076332569100,-0.05814279988408090,-0.1778830885887150,0.14014919102191900,-0.2461487054824830,-0.07738318294286730,0.2792646288871770,-0.035805221647024200,0.3110008239746090,0.26828378438949600,0.023020217195153200,0.0026048850268125500,0.06291059404611590,0.11802741140127200,-0.13301235437393200,-0.15559644997119900,0.09266013652086260,0.014278900809586000,0.24133825302124000,-0.27597305178642300,-0.10212462395429600,-0.08058211952447890,0.29467979073524500,0.10364218801260000,0.4124334156513210,-0.039870887994766200,0
NCT06568302,0.03942658752202990,-0.007271464914083480,0.04425033926963810,0.09480760246515270,-0.1375138759613040,-0.3338348865509030,0.17228174209594700,-0.10884109139442400,-0.116162970662117,0.08402220159769060,-0.06909042596817020,-0.03965969383716580,0.008653577417135240,0.1356152594089510,-0.38458478450775100,0.08099186420440670,0.01850839890539650,-0.015706434845924400,0.08446074277162550,0.04854055121541020,0.015788814052939400,-0.10639749467372900,-0.07736904919147490,0.1572677344083790,-0.12850052118301400,-0.10339944809675200,0.10310415923595400,-0.3128680884838100,-0.059744879603385900,-0.0783415138721466,-0.045950502157211300,-0.1438477784395220,0.18830084800720200,0.05038144066929820,-0.11153658479452100,-0.028149083256721500,0.14261755347251900,0.2813873589038850,0.002424132078886030,-0.002375412732362750,-0.23488155007362400,0.009562380611896520,-0.025461845099926000,0.13287568092346200,0.2507900893688200,-0.13312223553657500,-0.1175367683172230,-0.04408765584230420,0.03990556299686430,-0.2395244538784030,-0.05333232507109640,-0.10421568155288700,-0.11495929956436200,-0.2903132736682890,0.0848364531993866,0.10827706754207600,-0.14232170581817600,-0.1094398945569990,0.056349821388721500,-0.15340884029865300,0.2623574137687680,0.07202645391225820,0.18038007616996800,0.11392409354448300,0.07267887890338900,0.00934441015124321,0.2599666118621830,-0.2783377170562740,-0.2232583612203600,-0.03258452191948890,0.08327484130859380,0.026990920305252100,0.05653875321149830,-0.2110384702682500,0.1585417091846470,0.42253953218460100,0.26552778482437100,0.29392513632774400,0.14697059988975500,-0.21570929884910600,-0.27326011657714800,0.12054477632045700,0.0179420355707407,-0.09097433090209960,-0.18742242455482500,-0.12436257302761100,0.15808208286762200,-0.05498095601797100,0.45616477727890000,0.27210167050361600,0.2124992311000820,-0.25093191862106300,-0.0003186129033565520,-0.057431068271398500,-0.20130468904972100,-0.20732390880584700,-0.15767450630664800,-0.020694222301244700,-0.0019998326897621200,0.036144133657217000,-0.14060088992118800,0.04290466383099560,-0.2206817865371700,-0.3000667691230770,0.011519141495227800,-0.01713314652442930,-0.12824422121048000,-0.05470889434218410,0.05699843913316730,-0.24428334832191500,-0.09483946859836580,0.2628750801086430,0.19798962771892500,0.08227096498012540,0.07165016233921050,0.4524627923965450,0.06362608820199970,-0.0292385071516037,-0.001081857830286030,0.09173060953617100,-0.2644537091255190,-0.15943622589111300,0.14237293601036100,-0.30728164315223700,0.09852446615695950,0.1845749020576480,0.2490292489528660,0.04158290475606920,0
NCT06539676,-0.0027346492279321000,-0.13096824288368200,-0.055286575108766600,0.025013789534568800,-0.2144072949886320,-0.07488907873630520,-0.2761298418045040,-0.16708406805992100,-0.19473037123680100,0.07391102612018590,-0.16790442168712600,-0.08055476099252700,-0.07780220359563830,0.28310704231262200,-0.1698574721813200,0.05211179703474050,-0.006507076323032380,-0.06680187582969670,0.16809210181236300,0.283811092376709,-0.09584520012140270,0.013843854889273600,0.09040309488773350,-0.1583251655101780,-0.02227398194372650,-0.07493187487125400,-0.018196994438767400,-0.26070383191108700,-0.1416376531124120,0.09074930846691130,-0.020495736971497500,-0.07737559080123900,0.0939338207244873,-0.3211364150047300,-0.24189290404319800,-0.016521673649549500,0.14626935124397300,0.13699661195278200,-0.05521935224533080,-0.11900390684604600,0.047169581055641200,0.03596780449151990,0.0562690794467926,0.2506956458091740,-0.09331420063972470,-0.14983205497264900,-0.09605883061885830,-0.21362359821796400,0.039864398539066300,-0.24581262469291700,0.21620945632457700,0.30124205350875900,0.22876718640327500,-0.05194474384188650,0.040372032672166800,0.14363807439804100,-0.23546120524406400,0.061917729675769800,-0.041410937905311600,-0.18840542435646100,0.044273145496845200,-0.0007949083810672160,0.26361599564552300,0.2498704493045810,-0.10672584921121600,0.06328685581684110,0.025630056858062700,-0.29343241453170800,0.15857265889644600,-0.0025111183058470500,0.10666050761938100,0.06093169376254080,0.014268147759139500,0.11254586279392200,-0.10561849921941800,0.1140981912612920,0.11607666313648200,0.2255457639694210,0.0656249150633812,-0.021984482184052500,-0.26994481682777400,0.1700136959552770,0.04917588829994200,0.22671934962272600,0.2529371380805970,-0.16538836061954500,0.0867808386683464,-0.11443730443716000,0.17552292346954300,-0.09878061711788180,0.03440467268228530,-0.1424732357263570,0.1244225949049000,0.19055452942848200,-0.14609742164611800,0.11781954765319800,-0.039702363312244400,-0.12664362788200400,0.36578935384750400,-0.05357922241091730,-0.12980139255523700,-0.037614595144987100,-0.08319465070962910,-0.17251333594322200,-0.2236909121274950,-0.008772661909461020,-0.019768238067627000,0.05416880175471310,0.15495242178440100,0.014522915706038500,0.16499345004558600,0.3686710000038150,-0.010976356454193600,-0.059891313314437900,0.19788889586925500,0.13005709648132300,-0.016859641298651700,0.021206766366958600,-0.1421581357717510,0.10077621042728400,0.09812748432159420,-0.15227723121643100,-0.005267011933028700,-0.017089664936065700,0.32774055004119900,0.0953463539481163,0.06912674009799960,0.0104620810598135,0
NCT06524687,0.186532661318779,-0.11505004018545200,0.06369796395301820,-0.0937580093741417,-0.19638437032699600,0.05094371363520620,0.29128336906433100,0.014867827296257000,0.04687123000621800,0.13168016076088000,0.17126061022281600,-0.13479909300804100,0.06012612581253050,0.00709669291973114,-0.2841780483722690,0.08891105651855470,-0.09049062430858610,-0.039686694741249100,-0.007085911929607390,0.20942574739456200,0.2671372592449190,-0.04718570411205290,-0.2662279009819030,0.29509663581848100,0.01875690370798110,-0.02615831047296520,0.22360610961914100,-0.1962045580148700,-0.018216371536254900,-0.1980712115764620,0.17375589907169300,0.174022376537323,0.005567044019699100,0.13813325762748700,0.16685789823532100,-0.018728941679000900,-0.12998993694782300,0.06597750633955000,0.002825707197189330,-0.10966648906469300,-0.023871883749961900,-0.022452469915151600,-0.14245569705963100,0.11845096945762600,0.10475432127714200,0.1365717649459840,0.06027332693338390,0.07396425306797030,0.07748828828334810,-0.07937808334827420,0.037257712334394500,0.066123366355896,0.18421371281147000,-0.14770294725894900,-0.011294618248939500,-0.16582387685775800,0.01037423312664030,-0.02111733704805370,0.05209814012050630,-0.07233066111803060,0.25795039534568800,0.042844440788030600,-0.024489078670740100,0.20583608746528600,-0.21356739103794100,0.04146033897995950,0.1512140929698940,-0.12462528049945800,-0.1795765459537510,-0.14498531818389900,0.13067948818206800,-0.14670327305793800,-0.029920395463705100,-0.09657497704029080,-0.1938077211380010,0.24594607949256900,0.3112194538116460,0.09793969988822940,0.08838431537151340,0.047020234167575800,-0.028486430644989000,-0.019279800355434400,0.18813642859458900,-0.12824079394340500,-0.11820750683546100,-0.07678452134132390,-0.022713184356689500,-0.19508333504200000,0.036692820489406600,0.11311131715774500,0.297322154045105,-0.11572336405515700,0.2159007340669630,-0.11073143780231500,-0.1292089819908140,0.07499833405017850,-0.3252038359642030,-0.06865222752094270,-0.08144421875476840,-0.012389738112688100,0.12020206451416000,0.2562146782875060,-0.010900028049945800,-0.07407262921333310,-0.0908445417881012,0.027349136769771600,0.10665644705295600,-0.10985923558473600,0.05646941065788270,0.1762210726737980,-0.019870944321155500,0.1365855485200880,0.010804906487464900,0.0014478862285614000,-0.006089530885219570,0.20514799654483800,0.0018399953842163100,-0.19447264075279200,-0.034022118896246000,0.26147225499153100,-0.24258869886398300,-0.03682085871696470,0.0741015151143074,0.1430407017469410,0.06808342039585110,0.11928214132785800,0.18301917612552600,-0.1276209056377410,0
