nct_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127,cluster
NCT03059992,0.2505545318126678,-0.0606447160243988,0.1300450712442398,0.0044627892784774,-0.3530605435371399,-0.1120726093649864,-0.0536850988864898,-0.1182958111166954,-0.1174516677856445,0.1384517848491668,-0.0620673336088657,-0.0464355498552322,-0.0131690893322229,0.1454548239707946,-0.2134628742933273,0.2054396718740463,0.1258159428834915,-0.0357913598418235,-0.2312246561050415,0.2297152727842331,-0.2382915616035461,-0.0980180203914642,-0.1265485733747482,0.1473536491394043,-0.0155873615294694,-0.0675009712576866,0.3345566391944885,-0.253436416387558,-0.156952679157257,-0.1639233976602554,-0.0615913569927215,0.0005626662750728,0.1660261452198028,0.0141636254265904,0.0733521059155464,-0.0600849501788616,-0.0010939397616311,0.222599059343338,0.21784009039402,-0.1041558757424354,-0.0978939235210418,0.1856777369976043,-0.0244888756424188,0.2985866069793701,-0.0040734717622399,-0.0568235926330089,0.0794475674629211,0.0966857522726059,0.1801502853631973,-0.1846816390752792,0.1800523400306701,0.0055431565269827,0.2426225692033767,-0.0892295092344284,-0.0399904288351535,0.0933072566986084,-0.1911588758230209,-0.0276340711861848,0.0315094701945781,-0.1825305819511413,0.1196509674191474,0.0175945796072483,0.0891058444976806,0.2264097929000854,-0.0932399630546569,0.1714117228984832,0.0670460760593414,-0.1759529560804367,0.0041311681270599,0.170358806848526,0.0499153211712837,-0.0892799943685531,-0.0359045900404453,-0.0321151912212371,-0.0908161699771881,0.2937532365322113,0.2318341881036758,0.2015332728624344,0.2296139597892761,0.0607127398252487,-0.1749366521835327,0.0472347103059291,0.0060672950930893,-0.0509661585092544,-0.1758983880281448,0.0194963067770004,0.0335936956107616,0.0345788300037384,0.2195586413145065,-0.1082533672451973,-0.0385112278163433,-0.0419119000434875,0.0312779396772384,0.0051051881164312,-0.1114471554756164,0.0644786432385444,-0.0897780358791351,0.0060844160616397,0.0643408149480819,0.00202796026133,-0.1200916543602943,0.1393906474113464,0.108640156686306,-0.1056370586156845,-0.0994793400168418,-0.0633411407470703,-0.0213491320610046,0.0984635949134826,0.2727232575416565,-0.0540746003389358,0.1258623152971267,0.3061288893222809,0.0724893435835838,-0.0130968512967228,0.1856178790330886,0.0638277679681778,-0.2845000028610229,-0.339337557554245,-0.104299247264862,-0.0951642617583274,-0.1011380925774574,-0.235011950135231,0.0627749487757682,-0.0323497019708156,0.289281278848648,0.2288359105587005,0.0648147463798523,0.1121453493833541,1
NCT03257033,0.1569954007863998,-0.0848408415913581,0.012297268025577,0.0076387324370443,-0.0843219086527824,-0.1052053570747375,-0.1067503169178962,0.074496291577816,-0.2574465274810791,0.0377804152667522,-0.1000142470002174,-0.1347389072179794,-0.1251147240400314,-0.0289323031902313,-0.1642364710569381,-0.0066276863217353,0.0232318136841058,-0.0158100649714469,0.0056384704075753,0.242085114121437,-0.0946211442351341,-0.1400175839662552,-0.0584061741828918,-0.0708520784974098,-0.1461274772882461,-0.11753461509943,0.2175169438123703,-0.0446689017117023,-0.1712430715560913,-0.1600230932235717,-0.0312099996954202,0.0468992702662944,0.247990608215332,0.0818420872092247,0.0015564361819997,0.0205716416239738,0.0837585553526878,0.0136587647721171,0.0757765769958496,0.098148338496685,-0.0537628345191478,0.1430312991142273,-0.0214229226112365,0.2801226675510406,0.1328323483467102,0.0117769241333007,-0.2254938632249832,0.1410719007253646,0.1664447486400604,-0.1789479106664657,-0.0864469036459922,-0.0183860603719949,0.2441905289888382,-0.0269311387091875,-0.1073001399636268,0.0960744023323059,-0.1085337400436401,-0.1570912152528762,0.2120852917432785,-0.2158361673355102,0.223611295223236,0.0874257981777191,0.1805605441331863,0.0015212023863568,-0.0744002386927604,0.1529067307710647,0.1220732554793357,-0.0907921120524406,-0.1745864003896713,-0.0236580017954111,0.1236808821558952,-0.1198298931121826,0.0772082507610321,-0.1858363896608352,0.0551815517246723,0.1796148270368576,0.1614383161067962,0.0190278496593236,0.1233070865273475,-0.1657563596963882,-0.1920480877161026,-0.0328734815120697,0.0287402626127004,0.0398466810584068,0.0409662835299968,-0.0853011235594749,0.1966761350631714,0.145978108048439,0.1507436335086822,-0.1249600574374198,-0.0024598024319857,-0.1742016524076461,-0.0183297712355852,0.0869537070393562,-0.1769451349973678,0.0760129615664482,-0.1908876448869705,0.0723092555999755,0.1140322312712669,-0.1013246551156044,-0.1472167372703552,0.2335405498743057,0.0098954075947403,-0.0018676606705412,0.0213309843093156,-0.1156985983252525,-0.1408299207687378,0.0422360263764858,0.1462056785821914,0.054612647742033,0.1870316267013549,0.1800187230110168,-0.1734180003404617,0.0340080745518207,0.0802877023816108,0.0878748372197151,-0.128647044301033,-0.252973735332489,-0.0086390702053904,0.0960034653544426,-0.1316340416669845,-0.2715040147304535,0.1439261585474014,-0.2403078824281692,0.180644229054451,0.1563011407852172,0.165337935090065,-0.0577992312610149,4
NCT03363841,0.1256953328847885,-0.1100226491689682,-0.0557745248079299,-0.0701553747057914,-0.1742301881313324,-0.1139642149209976,-0.1093011200428009,-0.0788326784968376,-0.180160790681839,0.0564067997038364,-0.1633560955524444,-0.1484629511833191,-0.0826407074928283,0.1279942393302917,-0.2603688836097717,0.1230479851365089,0.0225657131522893,0.0141916926950216,0.0731837972998619,0.1975376456975937,-0.0480556935071945,-0.0549112260341644,-0.1371162086725235,0.0492342486977577,-0.1201346665620803,-0.1475721597671508,0.3274211883544922,-0.3139370083808899,-0.1362282037734985,-0.1619263738393783,-0.0942143574357032,-0.0064914338290691,0.2007472217082977,0.0553597919642925,-0.1451764851808548,-0.0587656646966934,-0.0385735817253589,0.0886086225509643,0.1067547276616096,-0.093535803258419,0.003423772752285,0.1316681504249572,0.0056116059422492,0.222618818283081,0.0068582780659198,0.0181356649845838,-0.0998589843511581,-0.0607631094753742,0.1703837215900421,-0.1577473282814026,0.1353092491626739,0.213660717010498,0.125259667634964,-0.0039335303008556,-0.1100881397724151,-0.0439157150685787,-0.2158666551113128,-0.1356905698776245,0.0040021687746047,-0.1260005831718444,0.2910947799682617,0.1348748505115509,0.1965958476066589,0.1468167901039123,-0.130711942911148,0.0924874991178512,0.1104317605495452,-0.2623722851276397,0.0008448716253042,0.0120602175593376,0.1101450026035308,-0.0706333220005035,-0.0105649046599864,-0.0174469426274299,-0.1200771704316139,0.305491179227829,0.2478399872779846,0.2547436356544494,0.1702304780483245,0.0205935128033161,-0.1073606684803962,0.0610369965434074,-0.0467106997966766,0.0311595182865858,0.1193165853619575,-0.1522981226444244,0.1395578533411026,-0.1033937186002731,0.2254532128572464,-0.0113384183496236,0.0442392528057098,-0.2109497487545013,0.0457626394927501,0.0625976920127868,-0.1209025979042053,0.0242691282182931,-0.2355835735797882,-0.0666388794779777,0.2039033323526382,-0.0812290906906127,-0.2244352251291275,0.0250530894845724,-0.121692344546318,-0.0549603514373302,-0.0609782338142395,0.0071639977395534,0.0948575139045715,0.0142346415668725,0.0577905066311359,-0.1805191487073898,0.191908597946167,0.2708528637886047,0.0559303723275661,0.0134853776544332,0.10706327855587,0.0522241592407226,-0.0718868151307106,-0.1303299814462661,-0.0844619944691658,0.1186219304800033,-0.025730688124895,-0.1639035046100616,0.082927256822586,-0.1263087093830108,0.2811371088027954,0.2697683274745941,0.1517161428928375,-0.077541284263134,0
NCT03417102,0.1283093392848968,-0.0657546669244766,0.0148051995784044,0.1611798405647277,-0.1384821385145187,-0.2282171696424484,0.0621839873492717,-0.0642367154359817,-0.0831774175167083,0.1296666413545608,-0.0442133843898773,-0.0453734695911407,-0.0566232316195964,0.0208222400397062,-0.393778383731842,0.1107106059789657,0.0654768124222755,-0.110679492354393,-0.0316978022456169,0.094450294971466,-0.1408415138721466,-0.2044793516397476,-0.0833050906658172,0.02904031611979,-0.1429437398910522,-0.0976885855197906,0.0672555491328239,-0.2490259408950805,-0.05085414275527,-0.103192962706089,0.0331828109920024,0.0367727912962436,0.1051396653056144,0.0632906183600425,-0.0604124180972576,0.0055424300953745,0.1874609738588333,0.1389472186565399,0.06833316385746,-0.0608068704605102,-0.108533076941967,0.0512326210737228,0.0400249324738979,0.1377259939908981,0.1569190323352813,-0.054702490568161,-0.1018813475966453,-0.1055190712213516,0.1673344224691391,-0.2673027813434601,0.0434285663068294,-0.0563990399241447,0.1111339405179023,-0.1309767514467239,-0.0291557032614946,0.1873857825994491,-0.2503552436828613,-0.0530018284916877,0.0346074514091014,-0.1501653641462326,0.1666878014802932,0.0975724384188652,0.163592904806137,0.0571984127163887,0.0822077468037605,0.0404230765998363,0.2511222064495086,-0.2574585080146789,-0.0629929453134536,-0.1347463428974151,0.088122583925724,-0.1064424291253089,-0.0165146570652723,-0.1243714913725853,0.0365808643400669,0.1555607914924621,0.2541781663894653,0.0654611736536026,0.0767108052968978,-0.1138259023427963,-0.1760117709636688,0.0056767030619084,0.0646983757615089,0.0037722445558756,0.0215566921979188,-0.0103250341489911,0.1824216246604919,-0.0253494270145893,0.2819693088531494,0.1201438456773758,0.0762291997671127,-0.1297502815723419,0.0416158325970172,0.0012372792698442,-0.1809981018304824,-0.0039501301944255,-0.2300268560647964,-0.0484645590186119,0.0420452058315277,-0.1127861812710762,-0.130078911781311,0.0025812189560383,-0.0398026369512081,-0.0418875776231288,-0.0764310210943222,-0.0143620213493704,-0.3276019692420959,0.020128309726715,0.2698916792869568,-0.1400515586137771,0.0460605695843696,0.2689700722694397,0.1302866637706756,0.1255914866924286,0.0510751530528068,0.227550595998764,0.0763630047440528,-0.1147658675909042,-0.0214653275907039,0.051965657621622,-0.1350599527359008,-0.1287588626146316,0.1543540507555008,-0.2807306051254272,0.1008196026086807,0.0972758457064628,0.1453398466110229,0.0831132382154464,3
NCT03425279,0.2008314877748489,-0.0037441353779286,-0.0525334328413009,-0.0346709080040454,-0.2277797907590866,-0.1374131888151168,-0.1283104568719864,-0.0388082228600978,-0.1872001141309738,0.0534891225397586,-0.1126203536987304,-0.1717534512281417,-0.1211883947253227,-0.0398075766861438,-0.1605075746774673,0.0942314192652702,0.0178198516368865,0.0711361765861511,-0.0261385049670934,0.3079801797866821,-0.0121551407501101,-0.0852103754878044,-0.0244463738054037,-0.0432445965707302,-0.1386269330978393,-0.0999964773654937,0.1809916049242019,-0.1278296262025833,-0.1899828761816024,-0.1608226746320724,-0.0686229169368743,0.0238079205155372,0.2554254829883575,0.0288063827902078,-0.002830586163327,0.0372102558612823,0.101530872285366,0.056082185357809,0.1482710093259811,-0.0129696428775787,-0.1012157201766967,0.1652778387069702,-0.0429063737392425,0.3372459709644317,0.0733156353235244,-0.0444133430719375,-0.1729455590248108,0.0780250430107116,0.1981222480535507,-0.2980464696884155,-0.0887795388698577,-0.0655408650636673,0.2668816149234772,-0.0673846676945686,-0.1118209734559059,0.1150821447372436,-0.1538952142000198,-0.1195667013525962,0.2175465375185012,-0.2377237528562545,0.2577058970928192,0.0990515723824501,0.117311954498291,0.0636105015873909,0.0174484625458717,0.1650219112634658,0.1244710907340049,-0.1151232421398162,-0.1468439698219299,0.0431488640606403,0.0714235380291938,-0.0896981880068779,0.049790158867836,-0.1749571561813354,0.0419036410748958,0.2619576156139374,0.1346691995859146,0.1238006576895713,0.1257562637329101,-0.2863652408123016,-0.3000182807445526,0.0058726617135107,-0.0063113346695899,-0.0606746189296245,0.0818665400147438,-0.1163074970245361,0.2229538410902023,0.15407295525074,0.2874378859996795,-0.1141283735632896,-0.0153066031634807,-0.1502357721328735,-0.0842459127306938,0.1624833792448043,-0.1383772641420364,0.0470498614013195,-0.2120925039052963,0.0144382147118449,0.1150135025382042,-0.0562842227518558,-0.1669730991125106,0.2097905427217483,-0.0653315111994743,-0.0608350150287151,0.0676579847931861,-0.032794713973999,-0.1485833376646042,0.0485436916351318,0.074591189622879,0.002932570874691,0.0850418806076049,0.1638990044593811,-0.1402387171983719,0.0054355729371309,0.0529049448668956,0.1436036974191665,-0.2064262479543686,-0.1917069405317306,-0.0511434487998485,0.0445788167417049,-0.1116139888763427,-0.3077766895294189,0.0848826542496681,-0.2491588741540908,0.1596881747245788,0.2213282585144043,0.1767141819000244,-0.1469092965126037,4
NCT03464019,0.0100938137620687,-0.146437868475914,-0.1197379902005195,-0.1410181522369384,-0.0956401079893112,-0.0952160507440567,0.0362567454576492,-0.0973752811551094,-0.2317619025707245,0.1186733320355415,-0.0154384290799498,-0.1813937723636627,0.0458069667220115,0.0063077798113226,-0.2182239890098571,0.0557654537260532,0.0830445364117622,0.1144156977534294,0.1773763597011566,0.1969455033540725,-0.0225242469459772,-0.1093312874436378,-0.2518006861209869,0.0321400314569473,-0.0620709098875522,-0.1238617002964019,0.2465566843748092,-0.1677010655403137,-0.1142864748835563,-0.0794148594141006,0.0216497182846069,-0.1180368214845657,0.1736138463020324,0.0395125895738601,-0.1718887239694595,0.0130647215992212,0.0167650207877159,0.1347950845956802,-0.0742237120866775,-0.1252931207418441,0.0182253774255514,0.1706034243106842,0.0398293770849704,0.253187358379364,0.0105364089831709,-0.1701086312532425,-0.1937864124774933,-0.0282630324363708,0.1811285763978958,-0.1225253269076347,-0.0189500637352466,0.242769569158554,0.2503044307231903,-0.033231746405363,-0.2445623576641082,-0.0056844749487936,-0.1706662029027938,-0.0509971193969249,0.0317608937621116,-0.1303985267877578,0.3701920807361603,0.1192869991064071,0.1395869106054306,0.2204999327659607,-0.1633838564157486,0.0665417909622192,0.1572637259960174,-0.1723838597536087,-0.1116282045841217,-0.0476663708686828,0.1413376033306121,-0.0408482477068901,-0.1332771331071853,-0.1724617779254913,0.1225396692752838,0.1368619501590728,0.1055440902709961,0.2917630076408386,0.1349401623010635,-0.209623783826828,-0.2395540177822113,-0.0171316098421812,0.1012191027402877,-0.0943191051483154,0.2218337804079055,-0.0952870845794677,0.1196917816996574,0.0554245524108409,0.2358755320310592,0.0382428206503391,0.0328960791230201,-0.1875335276126861,0.2138849794864654,0.0603920072317123,-0.0704472064971923,-0.0330964773893356,-0.274397999048233,0.0492580533027648,0.1824007630348205,-0.0983903855085372,-0.1114105284214019,0.0131081938743591,-0.0651750788092613,-0.0522431209683418,0.1142687946557998,0.0230366587638854,-0.0890380218625068,-0.0927168056368827,0.1639702171087265,-0.125923290848732,0.1619500964879989,0.2093302607536316,0.0757460668683052,-0.0019148054998368,0.0830107778310775,0.0116924932226538,-0.1336804777383804,-0.0867298394441604,-0.0750219672918319,0.1825202107429504,0.0192159935832023,-0.3128244578838348,0.1225803717970848,-0.1963815838098526,0.268896609544754,0.12065289914608,0.2683460116386413,-0.0604983568191528,0
NCT03504488,0.1530480980873108,-0.0821263492107391,-0.0894642993807792,-0.0149975810199975,-0.1392715871334076,-0.1621743738651275,-0.1377614140510559,-0.0131101962178945,-0.2040679901838302,0.0466318614780902,-0.1162766963243484,-0.1922934353351593,-0.1029993370175361,0.0158613212406635,-0.1297105550765991,-0.024368917569518,0.0323285870254039,0.0467457845807075,-0.0013016834855079,0.2446338683366775,-0.0481695160269737,-0.097194880247116,-0.0552303493022918,-0.0776816308498382,-0.2020327299833297,-0.1438452005386352,0.208559513092041,-0.1656819581985473,-0.159599557518959,-0.1505220681428909,-0.1017558127641677,-0.0052957851439714,0.3124881386756897,0.0584593601524829,-0.049600712954998,0.0808509960770607,0.055563535541296,0.0549048706889152,0.0990407913923263,0.0595859140157699,-0.0269749052822589,0.203696995973587,0.0227292701601982,0.3012834191322326,0.1122210323810577,-0.0188410077244043,-0.2707289755344391,0.0407970622181892,0.2251431494951248,-0.1935433894395828,-0.0876450762152671,0.0910966694355011,0.2365148663520813,0.0092566963285207,-0.1849345266819,0.0905172973871231,-0.1484147012233734,-0.1630095541477203,0.208812341094017,-0.2064495831727981,0.2916942834854126,0.1021889448165893,0.1985807716846466,0.0378622449934482,-0.0243364367634058,0.1130229905247688,0.1501337438821792,-0.1037705913186073,-0.1529376953840255,0.0184283480048179,0.0750937387347221,-0.08366060256958,0.0939573869109153,-0.2171037793159485,0.0731866210699081,0.1898993849754333,0.1361767351627349,0.1801287084817886,0.1478288918733596,-0.2434232234954834,-0.1837155818939209,-0.0321325920522213,-0.0867315158247947,-0.0143042365089058,0.1252283155918121,-0.0970509499311447,0.2928079664707184,0.1043270379304885,0.2596225142478943,-0.0835712850093841,-0.0810316205024719,-0.1158288791775703,-0.0075880512595176,0.1318838596343994,-0.1501094400882721,0.0620144717395305,-0.1556913554668426,0.039750836789608,0.1091838926076889,-0.1361011266708374,-0.2024078071117401,0.1343788206577301,-0.0157414488494396,-0.0398239269852638,0.0136209055781364,-0.0231427140533924,-0.1407601237297058,0.0502970516681671,0.1214099302887916,-0.0867114812135696,0.1531022638082504,0.2456405162811279,-0.1128601431846618,0.0405941680073738,0.0623299852013587,0.0954231470823288,-0.1251078099012375,-0.2279737293720245,-0.0221957694739103,0.0681694447994232,-0.0795816257596015,-0.3109158873558044,0.111504316329956,-0.2963414192199707,0.1724767535924911,0.2120257169008255,0.1821999549865722,-0.1646680980920791,4
NCT04003467,0.1494975239038467,-0.1085649579763412,-0.0478858426213264,0.0710043683648109,-0.1477257311344146,-0.0377653911709785,-0.2345548123121261,-0.1449298709630966,-0.1127738580107688,0.0974968075752258,0.0394876226782798,0.0182773824781179,0.0192641876637935,0.2059547007083892,-0.3339885771274566,-0.1143368631601333,-0.039028350263834,-0.0677965730428695,0.0212626401335001,0.2992927730083465,-0.2074736356735229,0.1198185235261917,-0.1595019102096557,-0.1683129072189331,-0.1670664101839065,-0.0726120918989181,0.1217543631792068,-0.3152266144752502,-0.0475086644291877,-0.0021307468414306,-0.2059067040681839,-0.1846973448991775,0.0073185949586331,-0.1149007529020309,-0.2259221524000167,0.0138631761074066,0.2798290550708771,0.3052801489830017,-0.0101842386648058,-0.1609958708286285,-0.1805842816829681,0.1833982765674591,-0.0301190558820962,0.2189822196960449,0.0639388635754585,-0.1371053010225296,-0.0971215218305587,0.0431970469653606,0.0357185117900371,-0.4064823687076568,-0.015034670010209,-0.0884757786989212,0.3569188416004181,-0.220546692609787,0.053514264523983,-0.0164825022220611,-0.2091595232486724,-0.0332163870334625,0.1016789525747299,-0.0638016909360885,0.1689856052398681,0.0494318269193172,0.1059084683656692,0.2628453373908996,0.1195199489593505,0.0973328500986099,0.0603746175765991,-0.1937760561704635,-0.1618842333555221,0.1527495980262756,-0.0854772478342056,-0.0630385130643844,0.0751063227653503,0.0044507943093776,-0.0015741467941552,0.2119384258985519,0.2519878447055816,0.2423969060182571,0.0215691067278385,-0.2562887370586395,-0.2387722283601761,0.1301150172948837,0.0079163070768117,0.0406416542828083,0.0161105655133724,-0.0856709703803062,0.1243665963411331,-0.0632772147655487,0.3112111687660217,-0.0683923512697219,0.0836722701787948,-0.2948019504547119,-0.0943832993507385,0.2328066825866699,-0.2573325037956238,0.0951871573925018,0.0785688012838363,-0.0704360753297805,0.1095992550253868,-0.0292616449296474,-0.0622971653938293,0.1150074377655983,-0.1183459982275962,-0.0757401138544082,-0.0152996452525258,0.0025278062094002,-0.0928434133529663,-0.0803226977586746,0.0511187203228473,-0.1504245996475219,0.020438278093934,0.2806087434291839,0.0346273556351661,-0.0409694835543632,0.0531079284846782,0.1621709316968917,0.0827558487653732,0.0429946295917034,0.0364396460354328,-0.1117026358842849,-0.0114074414595961,-0.3276823461055755,-0.0424554534256458,-0.1043893545866012,0.0847726315259933,0.1699053943157196,0.1022595167160034,-0.0239503234624862,2
NCT04153149,0.1732916831970214,-0.0567447692155838,-0.0829698368906974,-0.0546296425163745,-0.2012667804956436,-0.0878970548510551,0.0129172690212726,-0.0521360002458095,-0.2284885197877884,0.151257574558258,-0.0346155017614364,-0.246504545211792,-0.0116867972537875,-0.0141012668609619,-0.2867331504821777,0.2393827587366104,0.0935107544064521,0.0291617419570684,0.1252810508012771,0.2500508427619934,0.0237299967557191,-0.1144706383347511,-0.271748274564743,0.1506869047880172,-0.0597125887870788,-0.0180903542786836,0.2480671405792236,-0.251932829618454,-0.126321479678154,-0.159927561879158,0.0034010435920208,-0.0278438013046979,0.0874090492725372,-0.0426930896937847,-0.0394861213862896,-0.0728452503681182,-0.0394819229841232,0.1181696951389312,0.0104722781106829,-0.159014344215393,-0.1006379425525665,0.0824725702404975,-0.0476076751947402,0.2628764808177948,-0.0148741537705063,-0.0913409814238548,0.0578436106443405,-0.0372413694858551,0.1715833097696304,-0.1354917138814926,-0.0022309224586933,0.0439302325248718,0.2061839699745178,-0.1166334822773933,-0.0893065333366394,0.0355326868593692,-0.2572104930877685,-0.0184362381696701,-0.0513025820255279,-0.1193300411105156,0.2539964616298675,0.0275341589003801,0.0787374079227447,0.235381469130516,-0.1145419478416442,0.105309821665287,0.2004287987947464,-0.1918183714151382,-0.074467234313488,0.0294171515852212,0.068057544529438,-0.0565052814781665,-0.0743115171790123,-0.0596513301134109,0.0181528273969888,0.3116039335727691,0.1462257504463195,0.3181032240390777,0.1404967755079269,-0.1552088558673858,-0.3054178059101105,0.1159635484218597,0.1138669848442077,-0.1360161900520324,0.0470691211521625,-0.0627186223864555,0.15401591360569,0.0029024842660874,0.2914831340312958,0.1614538878202438,0.0142477275803685,-0.1376406997442245,0.0766631290316581,0.0295405033975839,-0.0630264654755592,-0.0798209086060524,-0.1618176847696304,-0.0326072089374065,0.1708121746778488,-0.0393218994140625,-0.074411891400814,0.1011456847190857,-0.1693791300058365,-0.1568055003881454,0.030934065580368,-0.0331866294145584,-0.1184526160359382,-0.0749176517128944,0.1519252657890319,-0.0351803302764892,0.1761594265699386,0.1670998185873031,0.1103455796837806,0.0319417119026184,0.122704304754734,0.1099919900298118,-0.2289411872625351,-0.1157619431614875,-0.0920849442481994,0.171445682644844,-0.0909824296832084,-0.2056455612182617,0.040510706603527,-0.1814437955617904,0.2297491431236267,0.192782923579216,0.2642283737659454,-0.0831002593040466,0
NCT04163185,0.1345376968383789,-0.08090341091156,0.0062055122107267,0.0330594293773174,-0.3650890588760376,-0.0077337026596069,-0.0696211978793144,0.0324572697281837,-0.1902773678302765,0.20313560962677,-0.0822453200817108,-0.2041027545928955,-0.1231417208909988,0.0720798298716545,-0.3021232783794403,0.0388775169849395,0.0376921147108078,0.0585020408034324,0.1060439571738243,0.257382333278656,-0.0551006570458412,-0.0490225031971931,-0.1201274991035461,-0.0917323753237724,-0.0789810866117477,-0.2273444086313247,0.1793579161167144,-0.1727799475193023,-0.1319807022809982,-0.1838893890380859,0.0232014320790767,0.0659955292940139,0.1065469682216644,-0.0039125941693782,-0.1077942326664924,0.0148092806339263,-0.0073420330882072,0.0933452174067497,0.0895008742809295,-0.0689110830426216,0.0872061401605606,0.2646928429603576,0.0185645837336778,0.1438838839530944,0.0338739603757858,-0.0621265843510627,-0.196208968758583,-0.0393557362258434,0.2314910292625427,-0.1896378397941589,0.1301990747451782,0.1686737239360809,0.2092956602573394,-0.0811081677675247,-0.1220985129475593,-0.0467495657503604,-0.2444023787975311,-0.0587974078953266,-0.0093046799302101,-0.1992188692092895,0.2810818552970886,0.0968091189861297,0.2083829343318939,0.1803496032953262,-0.0179934278130531,0.1324719041585922,0.2487721294164657,-0.1311559230089187,0.0186935178935527,0.1457970887422561,0.12354277074337,-0.1098362356424331,-0.0316014476120471,-0.0770101547241211,-0.1856731176376342,0.1025722473859787,0.2452984750270843,0.2099059373140335,0.0671145617961883,-0.0153058441355824,-0.2225744128227234,0.0755256935954094,0.0395906940102577,-0.0158781930804252,0.1352891772985458,-0.0124556384980678,0.0433530248701572,0.0637753456830978,0.2551154196262359,0.0273884031921625,0.1527696847915649,-0.251742422580719,0.1130332350730896,0.1220098361372947,-0.1535677760839462,0.0781543925404548,-0.3562267422676086,-0.0852878466248512,0.2077365219593048,-0.1878379583358764,-0.1441600322723388,0.0390755981206893,-0.0517624765634536,-0.0805591940879821,-0.0466404035687446,0.008487207815051,-0.0274706296622753,-0.0582016110420227,0.0713058859109878,-0.1037942320108413,0.1760989874601364,0.1416667997837066,-0.0135575393214821,-0.0542054735124111,0.0605795234441757,0.0751716941595077,-0.1448559612035751,-0.0194963384419679,-0.062821477651596,0.1672171652317047,-0.1319519132375717,-0.3217885792255401,0.1460653990507125,-0.1036358177661895,0.2559693455696106,0.2109359204769134,0.2398338317871093,-0.016057139262557,0
