nct_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
NCT06954688,0.11690836399793625,-0.16065791249275208,0.004246264696121216,-0.05988328903913498,-0.0867219865322113,0.0891743004322052,-0.0976857990026474,-0.07091481238603592,-0.1461644172668457,0.19785967469215393,0.04750075191259384,0.15307031571865082,0.1215272769331932,0.11441871523857117,-0.3052925169467926,0.08752977848052979,0.07523620128631592,-0.08555629104375839,0.00460339430719614,0.26327913999557495,-0.18373480439186096,0.0027388434391468763,-0.23071439564228058,-0.03715796768665314,-0.018896348774433136,-0.11048439890146255,0.24981729686260223,-0.20959937572479248,-0.06434226781129837,-0.09692835807800293,0.12225132435560226,0.1040833368897438,0.021804528310894966,0.015778396278619766,0.04503576457500458,-0.11565082520246506,-0.01855224370956421,0.10871830582618713,0.08532737195491791,-0.26670873165130615,-0.018579203635454178,0.1639055758714676,-0.0071969726122915745,0.18382379412651062,0.03003036044538021,-0.07029478996992111,-0.07497457414865494,0.1428525745868683,0.1539941132068634,-0.2860482633113861,0.21937766671180725,0.039742499589920044,0.4644066095352173,-0.10486357659101486,-0.07174821943044662,0.01988687552511692,-0.12742936611175537,0.03311653807759285,-0.04961849004030228,-0.06621333956718445,0.09993155300617218,0.06768810749053955,0.08137860149145126,0.31321895122528076,-0.15969330072402954,0.014539215713739395,0.10247214138507843,-0.33561503887176514,-0.058814723044633865,-0.02960304170846939,0.13840992748737335,-0.1411551982164383,-0.09780410677194595,0.051180023699998856,-0.12584084272384644,0.08346205204725266,0.2963455617427826,0.11565380543470383,-0.007696797605603933,-0.07153591513633728,-0.16191644966602325,-0.0174083448946476,0.32649409770965576,0.22068648040294647,-0.016124969348311424,-0.04632449522614479,-0.12072107195854187,-0.08594151586294174,-0.0015950666274875402,-0.06344767659902573,0.22537469863891602,-0.26399487257003784,0.11413412541151047,0.057877540588378906,-0.20871935784816742,0.0644601583480835,-0.27421972155570984,-0.12621571123600006,0.05639314651489258,-0.00017476743960287422,-0.005201227962970734,0.03379768878221512,0.09228399395942688,-0.03336797654628754,-0.0931512787938118,-0.20746217668056488,-0.06164785102009773,-0.07868768274784088,0.03992609679698944,0.1346558928489685,0.013877995312213898,0.17119626700878143,0.02093539759516716,-0.03678548336029053,-0.02315349690616131,0.10891067981719971,-0.04506509006023407,-0.13402152061462402,-0.05235899239778519,-0.1702529489994049,-0.08796101808547974,-0.19139407575130463,-0.030826598405838013,0.10957781225442886,0.09528020769357681,0.1500062346458435,0.00881205964833498,0.11592766642570496
NCT06834399,0.06498339772224426,-0.1222674772143364,-0.19348672032356262,0.04258817434310913,0.09235416352748871,-0.1933644562959671,-0.0277562215924263,-0.14373795688152313,-0.0004510916769504547,0.05830759555101395,-0.136694997549057,-0.12584957480430603,-0.1568938046693802,0.053860459476709366,-0.15106144547462463,-0.026560280472040176,-0.02052202820777893,-0.05945081636309624,-0.10483066737651825,0.21106155216693878,-0.09271319210529327,-0.19816669821739197,0.06116992235183716,-0.06045597046613693,-0.14953520894050598,-0.1616412252187729,0.23819021880626678,-0.2893407344818115,-0.12165077030658722,-0.09318143129348755,-0.023923039436340332,0.03995561599731445,0.3385011553764343,0.2564387917518616,-0.17998766899108887,-0.004339590668678284,0.12372815608978271,0.0743289366364479,0.09189936518669128,0.06538068503141403,-0.10567131638526917,0.13767927885055542,0.07306051254272461,0.2814522385597229,0.28612020611763,0.01503504067659378,-0.23403769731521606,0.035209447145462036,0.28322499990463257,-0.1520104855298996,0.005591798573732376,0.1387127786874771,-0.004706867039203644,0.10955489426851273,-0.25066208839416504,0.007629036903381348,-0.2988288402557373,-0.35673654079437256,0.21139922738075256,-0.31203562021255493,0.3605102300643921,0.10446761548519135,0.1197051852941513,-0.08207788318395615,0.18672579526901245,0.06711815297603607,0.3649183511734009,-0.061630912125110626,-0.053750261664390564,-0.06669847667217255,0.1441100835800171,-0.13188877701759338,0.16429725289344788,-0.3297424614429474,0.27525758743286133,0.11245951056480408,0.0020957160741090775,0.1900971233844757,0.194586381316185,-0.14944681525230408,-0.17655548453330994,-0.036849044263362885,-0.04355984181165695,-0.07295405864715576,0.2229699194431305,-0.14488108456134796,0.1518055498600006,0.18517524003982544,0.18918269872665405,-0.07351474463939667,-0.006131918169558048,-0.10837287455797195,-0.028420086950063705,0.041248004883527756,-0.14192411303520203,0.025933336466550827,-0.2653464674949646,0.00035770609974861145,-0.004606299102306366,-0.21309155225753784,-0.20342983305454254,-0.0022183433175086975,-0.18112200498580933,0.08336135745048523,0.06534702330827713,-0.22284747660160065,-0.11504054069519043,0.12179707735776901,0.10679221898317337,-0.1522415429353714,-0.010597065091133118,0.3032670021057129,-0.025086242705583572,0.06655770540237427,-0.0008872300386428833,0.1329578459262848,-0.07089254260063171,-0.031762756407260895,-0.14788562059402466,0.02708621323108673,-0.10924790799617767,-0.17686858773231506,0.12172672897577286,-0.3306519389152527,0.1172514259815216,0.1370302140712738,0.003096446394920349,-0.07188217341899872
NCT06824870,0.22272014617919922,-0.005661286413669586,0.11725853383541107,0.12612399458885193,-0.35866060853004456,-0.16775362193584442,-0.11511848121881485,-0.05016612261533737,-0.12934978306293488,0.181731179356575,-0.2850496172904968,-0.13037778437137604,-0.219772070646286,0.21337160468101501,-0.3584102392196655,0.1982392966747284,0.01870383881032467,-0.020519491285085678,-0.03572821244597435,0.2998284697532654,-0.06370090693235397,-0.0637001171708107,-0.008836714550852776,0.05278575420379639,-0.08579506725072861,0.029248693957924843,0.15030525624752045,-0.2472255676984787,-0.1671675592660904,-0.07482338696718216,0.08283408731222153,0.014945182017982006,0.26917481422424316,-0.040478043258190155,-0.10069751739501953,0.00959700345993042,0.21562886238098145,0.26369163393974304,0.1192886009812355,-0.019552523270249367,-0.09204611927270889,0.19997559487819672,0.12873432040214539,0.2131480723619461,0.017818905413150787,-0.04325926676392555,-0.04349233955144882,-0.147838294506073,0.1494615525007248,-0.30466920137405396,0.1274150311946869,0.10571302473545074,0.16218750178813934,-0.1082322746515274,0.08541791141033173,0.17626357078552246,-0.3135409951210022,-0.06489156186580658,-0.023008078336715698,-0.34709927439689636,0.20723283290863037,0.048231326043605804,0.21958467364311218,0.18008384108543396,0.03557942435145378,0.1190117597579956,0.23582904040813446,-0.22551408410072327,-0.01726299524307251,0.07820533215999603,0.16475746035575867,-0.08254656940698624,0.03414766490459442,-0.05660384148359299,-0.04976602643728256,0.3296944499015808,0.20116658508777618,0.25169411301612854,0.22110506892204285,0.05045372247695923,-0.27802926301956177,0.11295320093631744,0.015750352293252945,0.10206036269664764,-0.1003274917602539,-0.10112057626247406,0.19369365274906158,-0.16278906166553497,0.19940750300884247,0.05749397352337837,0.17031094431877136,-0.23559430241584778,-0.04387080669403076,-0.07209224998950958,-0.27670878171920776,-0.06060060113668442,-0.40160173177719116,-0.185648113489151,0.10452727973461151,-0.03574611619114876,-0.12586572766304016,0.0974002480506897,0.02406686171889305,-0.28033697605133057,-0.10880645364522934,-0.044080059975385666,-0.06001027673482895,0.03194893151521683,0.17035456001758575,-0.012840447016060352,0.07766623795032501,0.40815916657447815,0.007620079908519983,0.11268089711666107,-0.0362652912735939,0.33396774530410767,-0.11848102509975433,-0.16194529831409454,-0.04137614369392395,0.0011270999675616622,-0.08465850353240967,-0.15129128098487854,0.036806706339120865,-0.0754014402627945,0.2743726670742035,0.33828774094581604,0.16825619339942932,0.04523104429244995
NCT06823505,0.21922554075717926,-0.040137920528650284,0.07652345299720764,-0.195791557431221,-0.050196077674627304,-0.09294619411230087,-0.34662923216819763,-0.12828533351421356,-0.17634093761444092,0.030874639749526978,-0.15806086361408234,-0.1587258279323578,-0.044657666236162186,-0.02630322240293026,-0.30184367299079895,0.22410641610622406,0.17462360858917236,0.07281964272260666,0.060630787163972855,0.0697375014424324,0.03907719999551773,0.10919725149869919,-0.03510411083698273,-0.09729792922735214,-0.09255997091531754,-0.12017824500799179,0.10505276918411255,-0.13283860683441162,-0.026867004111409187,-0.2198656052350998,-0.1557462066411972,-0.2045677751302719,0.26768067479133606,-0.03245819732546806,-0.008943070657551289,-0.04856104776263237,0.20595614612102509,0.19147445261478424,0.2003587931394577,0.04224475845694542,-0.03228968381881714,0.23661714792251587,0.2032625675201416,0.30675479769706726,0.02176661044359207,-0.03331759199500084,-0.23177893459796906,0.17824392020702362,0.046386729925870895,-0.2622934579849243,-0.10659682750701904,0.09832217544317245,0.4755367338657379,-0.09113851189613342,-0.18363481760025024,0.26845863461494446,-0.24754978716373444,-0.13962124288082123,0.3687152862548828,-0.16938817501068115,0.1141522228717804,0.19447512924671173,0.13756050169467926,0.13550041615962982,-0.09004560858011246,0.10035387426614761,0.034033942967653275,-0.22689776122570038,-0.04388871416449547,0.09477511048316956,0.019520901143550873,0.09445636719465256,0.0025355021934956312,-0.019408702850341797,0.004874005913734436,0.29563459753990173,0.20639260113239288,0.06433980911970139,0.12159069627523422,-0.18270725011825562,-0.1294829100370407,-0.06806796044111252,-0.0076257288455963135,0.014283823780715466,0.10258757323026657,-0.12298226356506348,0.24067479372024536,-0.12740010023117065,0.16917379200458527,-0.2068244069814682,-0.10087456554174423,-0.0821746364235878,-0.05592404678463936,0.07482428103685379,-0.23669461905956268,-0.08387675881385803,-0.27613556385040283,-0.06157635524868965,0.12233056873083115,-0.16118773818016052,-0.0028282254934310913,0.19690494239330292,0.07033538073301315,-0.012579299509525299,0.041415736079216,-0.11674688011407852,-0.20739693939685822,-0.10093265026807785,-0.028680110350251198,0.06900393217802048,0.07072224467992783,0.20876896381378174,-0.033598270267248154,0.03330943360924721,0.05228668823838234,0.134986013174057,-0.10283520072698593,-0.2832483947277069,0.08006837218999863,-0.12199533730745316,0.07344455271959305,-0.36220309138298035,0.14935508370399475,-0.0270158052444458,0.14813737571239471,0.2462276965379715,0.18045981228351593,-0.17150072753429413
NCT06708611,0.01248537003993988,-0.1474788784980774,-0.08538705855607986,0.06743086874485016,-0.019512854516506195,-0.08467042446136475,-0.0889461413025856,-0.031420763581991196,-0.2232106328010559,0.15528318285942078,-0.16907601058483124,-0.21349206566810608,-0.08219587802886963,0.03854474797844887,-0.532461404800415,0.21472686529159546,-0.027961894869804382,-0.15428709983825684,0.05353962630033493,0.12009177356958389,-0.2213388830423355,-0.0765240341424942,-0.1156371682882309,0.11474375426769257,-0.1509953737258911,0.07708990573883057,0.15865004062652588,-0.35685843229293823,-0.1593664288520813,-0.005870647728443146,-0.09847456961870193,-0.04436519742012024,-0.08649728447198868,0.0554945170879364,-0.14523693919181824,-0.21781790256500244,0.28902655839920044,0.05087978392839432,-0.0004215911030769348,-0.10416527092456818,0.009739506989717484,0.1523035615682602,-0.06891922652721405,0.11640943586826324,0.16564598679542542,-0.109188012778759,0.040567755699157715,-0.09941738098859787,0.05098571628332138,-0.1119857132434845,-0.0041641127318143845,-0.11211413145065308,0.24848538637161255,-0.09851673245429993,-0.03447537124156952,0.12110669910907745,-0.22500169277191162,-0.03747284412384033,0.005191527307033539,-0.09727441519498825,0.17274051904678345,8.307397365570068e-06,0.12517289817333221,0.1583702564239502,0.06535976380109787,0.0121774822473526,0.261673241853714,-0.07346051931381226,-0.21621394157409668,-0.18630476295948029,0.016788983717560768,-0.06881198287010193,-0.11222482472658157,0.01632723957300186,0.01230701059103012,0.2139033079147339,0.12318500876426697,0.15866515040397644,0.09508758783340454,-0.12323899567127228,-0.1138799861073494,0.15963846445083618,0.14480245113372803,-0.03393387794494629,0.2082536518573761,-0.014927826821804047,0.19293920695781708,0.1247168630361557,0.14093077182769775,0.07396140694618225,-0.1671038269996643,-0.01653498038649559,0.1157030463218689,0.20298008620738983,0.012743428349494934,0.031882237643003464,0.041372187435626984,0.04011213406920433,0.2167634218931198,-0.18192623555660248,-0.01240956038236618,-0.024793237447738647,-0.2542875409126282,-0.14859774708747864,0.005391836166381836,0.027002528309822083,-0.2171533703804016,-0.09718286991119385,0.30367714166641235,-0.1376091092824936,0.22786985337734222,0.16107675433158875,0.2092890441417694,0.1700415015220642,0.11668829619884491,0.05096166580915451,0.03513172268867493,0.12743137776851654,0.0576157309114933,0.1718413382768631,0.07863469421863556,-0.010825734585523605,0.02476925402879715,-0.18263648450374603,0.15229056775569916,0.05424835532903671,0.16325412690639496,-0.05658145993947983
NCT06615752,0.18177729845046997,-0.08166258037090302,0.1796300858259201,-0.0025555819738656282,-0.16709765791893005,-0.062041521072387695,-0.05192948505282402,-0.03852442651987076,-0.11034683138132095,0.26917755603790283,-0.16376224160194397,-0.054035723209381104,-0.13544100522994995,0.09412690997123718,-0.31469711661338806,0.12326036393642426,-0.023989969864487648,-0.017858019098639488,-0.08376391977071762,0.20631258189678192,-0.18942943215370178,-0.11867030709981918,-0.005126461386680603,0.026740651577711105,-0.24377045035362244,-0.18516531586647034,0.173885315656662,-0.23226137459278107,-0.039515625685453415,0.02353893779218197,-0.12172839790582657,-0.07033895701169968,0.006988572888076305,0.10333780199289322,-0.06775348633527756,-0.06097390130162239,0.28148356080055237,0.22455982863903046,0.10056551545858383,0.07940926402807236,-0.14079420268535614,0.24190166592597961,0.00047706178156659007,0.22173169255256653,0.24412445724010468,-0.1954842209815979,-0.07452153414487839,0.027487214654684067,0.1405298262834549,-0.20949101448059082,-0.13034376502037048,-0.126287579536438,0.30960068106651306,-0.17329558730125427,-0.14248020946979523,0.23338298499584198,-0.1542281210422516,-0.06570248305797577,0.3889884650707245,-0.20289811491966248,0.11109212785959244,0.022783352062106133,0.1472979038953781,0.0022565126419067383,0.11340010166168213,0.12381862103939056,0.3089846074581146,-0.05651659518480301,-0.20782379806041718,0.07262308895587921,0.0030039087869226933,-0.11442448198795319,0.05310509726405144,-0.25318941473960876,0.004027435090392828,0.1436530202627182,0.09027950465679169,0.13333238661289215,0.10375578701496124,-0.1762460172176361,-0.13095203042030334,0.07447591423988342,0.019867895171046257,0.013432927429676056,0.034049224108457565,-0.019025301560759544,0.12089809030294418,0.18394780158996582,0.11652593314647675,-0.15398861467838287,0.05505988746881485,-0.0917348861694336,0.037854451686143875,0.09524932503700256,-0.14239589869976044,0.119063600897789,-0.12311074882745743,0.07120414078235626,0.0927555188536644,-0.15451642870903015,0.03920774161815643,0.24567261338233948,-0.03287649154663086,-0.0869860053062439,0.08537733554840088,-0.04322086274623871,-0.16402730345726013,-0.029507655650377274,0.2227781116962433,-0.07646061480045319,0.002270865486934781,0.3268480896949768,0.023632461205124855,0.17751236259937286,0.0030705928802490234,0.19213362038135529,-0.06902267783880234,-0.0992131382226944,0.1752711534500122,-0.025763144716620445,-0.11776944249868393,-0.2480299174785614,0.08923687040805817,-0.13392381370067596,0.04468102008104324,0.19258566200733185,0.16307441890239716,-0.024042561650276184
NCT06602960,0.15493179857730865,-0.25272491574287415,-0.06284601986408234,-0.07110387086868286,-0.2799433171749115,-0.03499797359108925,-0.055534716695547104,0.05317007005214691,-0.1292896866798401,0.11109916120767593,-0.026105627417564392,-0.27430859208106995,-0.08222683519124985,0.08046679943799973,-0.41084539890289307,0.10446915775537491,0.27304744720458984,0.0021627098321914673,0.11574628949165344,0.2806147634983063,-0.09171833842992783,0.12294497340917587,-0.2585028409957886,-0.043433647602796555,-0.05029390752315521,0.21164022386074066,-0.04575195536017418,-0.08654579520225525,-0.04335477575659752,-0.11235921829938889,-0.050125639885663986,-0.01687045954167843,0.1945708990097046,-0.2121415138244629,-0.08710309863090515,0.04179241880774498,0.14331592619419098,0.1750190705060959,0.14758998155593872,-0.013229507021605968,0.1305016726255417,0.3575032651424408,0.20744401216506958,0.149281308054924,-0.15395715832710266,-0.07064696401357651,-0.17124707996845245,-0.1780293732881546,0.2359112650156021,-0.3318617045879364,0.05748714134097099,0.18217380344867706,0.595711886882782,-0.10835973173379898,-0.30248579382896423,0.15720824897289276,-0.2999577820301056,0.0965752825140953,-0.001687177806161344,-0.2712008059024811,0.08837725967168808,-0.0408254973590374,0.12334313243627548,0.2328919619321823,-0.018020281568169594,0.16425248980522156,0.21524840593338013,-0.2557840347290039,-0.008373454213142395,0.12561535835266113,0.13790874183177948,-0.07929957658052444,-0.07766682654619217,0.03939731419086456,-0.001088454038836062,-0.025932664051651955,0.13670025765895844,0.1766631156206131,0.04581103101372719,-0.11007248610258102,-0.180306077003479,0.11981406062841415,0.1001829281449318,0.17631639540195465,0.1907975673675537,0.037241410464048386,0.20097637176513672,0.007359122391790152,0.18067847192287445,-0.2061890810728073,-0.1581144779920578,-0.12756997346878052,0.24857091903686523,0.07672153413295746,-0.15352576971054077,0.034909140318632126,-0.21582430601119995,-0.25481659173965454,0.20747153460979462,-0.12087621539831161,0.03805331885814667,0.005786264780908823,0.17247076332569122,-0.05814279988408089,-0.1778830885887146,0.14014919102191925,-0.2461487054824829,-0.07738318294286728,0.2792646288871765,-0.035805221647024155,0.3110008239746094,0.26828378438949585,0.023020217195153236,0.0026048850268125534,0.06291059404611588,0.11802741140127182,-0.13301235437393188,-0.15559644997119904,0.09266013652086258,0.014278900809586048,0.24133825302124023,-0.27597305178642273,-0.10212462395429611,-0.08058211952447891,0.29467979073524475,0.10364218801259995,0.4124334156513214,-0.039870887994766235
NCT06568302,0.03942658752202988,-0.007271464914083481,0.04425033926963806,0.09480760246515274,-0.1375138759613037,-0.3338348865509033,0.17228174209594727,-0.10884109139442444,-0.116162970662117,0.08402220159769058,-0.06909042596817017,-0.03965969383716583,0.008653577417135239,0.1356152594089508,-0.38458478450775146,0.08099186420440674,0.01850839890539646,-0.015706434845924377,0.08446074277162552,0.04854055121541023,0.015788814052939415,-0.10639749467372894,-0.07736904919147491,0.1572677344083786,-0.12850052118301392,-0.10339944809675217,0.10310415923595428,-0.3128680884838104,-0.059744879603385925,-0.0783415138721466,-0.045950502157211304,-0.1438477784395218,0.18830084800720215,0.05038144066929817,-0.11153658479452133,-0.028149083256721497,0.14261755347251892,0.2813873589038849,0.002424132078886032,-0.002375412732362747,-0.23488155007362366,0.009562380611896515,-0.025461845099925995,0.13287568092346191,0.2507900893688202,-0.13312223553657532,-0.1175367683172226,-0.04408765584230423,0.03990556299686432,-0.2395244538784027,-0.05333232507109642,-0.10421568155288696,-0.11495929956436157,-0.2903132736682892,0.0848364531993866,0.10827706754207611,-0.14232170581817627,-0.1094398945569992,0.056349821388721466,-0.15340884029865265,0.2623574137687683,0.07202645391225815,0.18038007616996765,0.11392409354448318,0.07267887890338898,0.00934441015124321,0.2599666118621826,-0.2783377170562744,-0.2232583612203598,-0.03258452191948891,0.08327484130859375,0.026990920305252075,0.05653875321149826,-0.2110384702682495,0.1585417091846466,0.42253953218460083,0.26552778482437134,0.29392513632774353,0.14697059988975525,-0.21570929884910583,-0.27326011657714844,0.12054477632045746,0.0179420355707407,-0.09097433090209961,-0.18742242455482483,-0.12436257302761078,0.15808208286762238,-0.05498095601797104,0.45616477727890015,0.27210167050361633,0.2124992311000824,-0.25093191862106323,-0.0003186129033565521,-0.057431068271398544,-0.20130468904972076,-0.20732390880584717,-0.15767450630664825,-0.020694222301244736,-0.0019998326897621155,0.036144133657217026,-0.14060088992118835,0.04290466383099556,-0.2206817865371704,-0.3000667691230774,0.011519141495227814,-0.01713314652442932,-0.12824422121047974,-0.05470889434218407,0.05699843913316727,-0.24428334832191467,-0.09483946859836578,0.2628750801086426,0.19798962771892548,0.08227096498012543,0.07165016233921051,0.4524627923965454,0.06362608820199966,-0.0292385071516037,-0.001081857830286026,0.09173060953617096,-0.2644537091255188,-0.15943622589111328,0.14237293601036072,-0.30728164315223694,0.09852446615695953,0.1845749020576477,0.2490292489528656,0.04158290475606918
NCT06539676,-0.0027346492279320955,-0.13096824288368225,-0.055286575108766556,0.025013789534568787,-0.2144072949886322,-0.07488907873630524,-0.2761298418045044,-0.16708406805992126,-0.19473037123680115,0.07391102612018585,-0.16790442168712616,-0.08055476099252701,-0.07780220359563828,0.28310704231262207,-0.1698574721813202,0.05211179703474045,-0.006507076323032379,-0.06680187582969666,0.16809210181236267,0.283811092376709,-0.09584520012140274,0.013843854889273643,0.09040309488773346,-0.1583251655101776,-0.02227398194372654,-0.07493187487125397,-0.018196994438767433,-0.26070383191108704,-0.1416376531124115,0.09074930846691132,-0.020495736971497536,-0.07737559080123901,0.0939338207244873,-0.3211364150047302,-0.24189290404319763,-0.016521673649549484,0.14626935124397278,0.13699661195278168,-0.05521935224533081,-0.11900390684604645,0.047169581055641174,0.03596780449151993,0.0562690794467926,0.2506956458091736,-0.09331420063972473,-0.14983205497264862,-0.09605883061885834,-0.21362359821796417,0.039864398539066315,-0.24581262469291687,0.21620945632457733,0.30124205350875854,0.22876718640327454,-0.05194474384188652,0.040372032672166824,0.14363807439804077,-0.23546120524406433,0.061917729675769806,-0.041410937905311584,-0.18840542435646057,0.044273145496845245,-0.0007949083810672164,0.26361599564552307,0.2498704493045807,-0.10672584921121597,0.06328685581684113,0.025630056858062744,-0.29343241453170776,0.15857265889644623,-0.0025111183058470488,0.10666050761938095,0.06093169376254082,0.014268147759139538,0.11254586279392242,-0.10561849921941757,0.1140981912612915,0.11607666313648224,0.2255457639694214,0.0656249150633812,-0.021984482184052467,-0.26994481682777405,0.1700136959552765,0.04917588829994202,0.22671934962272644,0.2529371380805969,-0.16538836061954498,0.0867808386683464,-0.11443730443716049,0.17552292346954346,-0.09878061711788177,0.03440467268228531,-0.1424732357263565,0.1244225949048996,0.19055452942848206,-0.14609742164611816,0.11781954765319824,-0.039702363312244415,-0.12664362788200378,0.36578935384750366,-0.05357922241091728,-0.12980139255523682,-0.037614595144987106,-0.08319465070962906,-0.17251333594322205,-0.2236909121274948,-0.008772661909461021,-0.019768238067626953,0.05416880175471306,0.15495242178440094,0.014522915706038475,0.16499345004558563,0.3686710000038147,-0.010976356454193592,-0.059891313314437866,0.19788889586925507,0.13005709648132324,-0.016859641298651695,0.021206766366958618,-0.1421581357717514,0.10077621042728424,0.09812748432159424,-0.15227723121643066,-0.005267011933028698,-0.017089664936065674,0.32774055004119873,0.0953463539481163,0.06912674009799957,0.0104620810598135
NCT06524687,0.186532661318779,-0.11505004018545151,0.06369796395301819,-0.0937580093741417,-0.19638437032699585,0.05094371363520622,0.29128336906433105,0.014867827296257019,0.04687123000621796,0.13168016076087952,0.17126061022281647,-0.13479909300804138,0.06012612581253052,0.00709669291973114,-0.2841780483722687,0.08891105651855469,-0.09049062430858612,-0.039686694741249084,-0.007085911929607391,0.20942574739456177,0.2671372592449188,-0.04718570411205292,-0.2662279009819031,0.29509663581848145,0.01875690370798111,-0.02615831047296524,0.22360610961914062,-0.1962045580148697,-0.018216371536254883,-0.1980712115764618,0.17375589907169342,0.174022376537323,0.005567044019699097,0.13813325762748718,0.16685789823532104,-0.018728941679000854,-0.12998993694782257,0.06597750633955002,0.002825707197189331,-0.10966648906469345,-0.023871883749961853,-0.022452469915151596,-0.14245569705963135,0.11845096945762634,0.10475432127714157,0.1365717649459839,0.06027332693338394,0.07396425306797028,0.07748828828334808,-0.07937808334827423,0.037257712334394455,0.066123366355896,0.18421371281147003,-0.14770294725894928,-0.011294618248939514,-0.16582387685775757,0.01037423312664032,-0.02111733704805374,0.05209814012050629,-0.07233066111803055,0.25795039534568787,0.042844440788030624,-0.024489078670740128,0.20583608746528625,-0.21356739103794098,0.04146033897995949,0.1512140929698944,-0.12462528049945831,-0.1795765459537506,-0.14498531818389893,0.13067948818206787,-0.14670327305793762,-0.029920395463705063,-0.09657497704029083,-0.1938077211380005,0.24594607949256897,0.3112194538116455,0.09793969988822937,0.08838431537151337,0.047020234167575836,-0.028486430644989014,-0.019279800355434418,0.18813642859458923,-0.12824079394340515,-0.11820750683546066,-0.07678452134132385,-0.022713184356689453,-0.19508333504199982,0.036692820489406586,0.11311131715774536,0.297322154045105,-0.11572336405515671,0.2159007340669632,-0.11073143780231476,-0.1292089819908142,0.07499833405017853,-0.3252038359642029,-0.06865222752094269,-0.08144421875476837,-0.012389738112688065,0.12020206451416016,0.2562146782875061,-0.010900028049945831,-0.07407262921333313,-0.0908445417881012,0.027349136769771576,0.10665644705295563,-0.10985923558473587,0.05646941065788269,0.1762210726737976,-0.019870944321155548,0.1365855485200882,0.010804906487464905,0.0014478862285614014,-0.006089530885219574,0.20514799654483795,0.0018399953842163086,-0.19447264075279236,-0.034022118896245956,0.26147225499153137,-0.24258869886398315,-0.03682085871696472,0.0741015151143074,0.1430407017469406,0.06808342039585114,0.11928214132785797,0.18301917612552643,-0.1276209056377411
