nct_id_i,nct_id_j,similarity
NCT03504488,NCT04524273,0.7874491482698716
NCT03504488,NCT04544293,0.6518277646248742
NCT03504488,NCT05059223,0.7560258832490435
NCT03504488,NCT05085366,0.838804875344025
NCT03504488,NCT05109091,0.8413081175213251
NCT03504488,NCT05208944,0.7494920114253145
NCT03504488,NCT05291091,0.8088744698709622
NCT03504488,NCT05357950,0.7250378201547246
NCT03504488,NCT05481879,0.7366419187072714
NCT03504488,NCT05693142,0.6317421782482858
NCT03504488,NCT05696717,0.7647351119394216
NCT03504488,NCT05731544,0.7819141161972413
NCT03504488,NCT06079736,0.6500215837335146
NCT03504488,NCT06185673,0.3568657929588774
NCT03504488,NCT06204809,0.6527499692663749
NCT03504488,NCT06255782,0.7385798098437137
NCT03504488,NCT06377930,0.7120634596248687
NCT03504488,NCT06601192,0.6758242667196404
NCT03504488,NCT06663137,0.7952756154471263
NCT03504488,NCT06736509,0.7344463729305245
NCT03504488,NCT05579249,0.6312936601377942
NCT03504488,NCT06034275,0.8536715089746428
NCT03504488,NCT05065411,0.8539012319141109
NCT03504488,NCT05424276,0.6705786272646138
NCT03504488,NCT04887298,0.5698127723906742
NCT03504488,NCT04073498,0.6650582296793235
NCT03504488,NCT03959527,0.6917302151938302
NCT03504488,NCT04469595,0.7597878708530734
NCT03504488,NCT04370054,0.8189829216151427
NCT04003467,NCT03059992,0.5780117452482393
NCT04003467,NCT03257033,0.5559822984137004
NCT04003467,NCT03363841,0.6205341402417675
NCT04003467,NCT03417102,0.6286884012537628
NCT04003467,NCT03425279,0.6651153893082953
NCT04003467,NCT03464019,0.5679823647808083
NCT04003467,NCT03504488,0.6258035472342806
NCT04003467,NCT04003467,1.000000000000001
NCT04003467,NCT04153149,0.6077153553689786
NCT04003467,NCT04163185,0.6220833957823946
NCT04003467,NCT04180488,0.756803723829736
NCT04003467,NCT04524273,0.5980687166354037
NCT04003467,NCT04544293,0.6609847079148974
NCT04003467,NCT05059223,0.582319365943567
NCT04003467,NCT05085366,0.561353143656408
NCT04003467,NCT05109091,0.6444010664682431
NCT04003467,NCT05208944,0.5776156777067822
NCT04003467,NCT05291091,0.6681341677329415
NCT04003467,NCT05357950,0.8203262456027648
NCT04003467,NCT05481879,0.6785608913141031
NCT04003467,NCT05693142,0.6399267485181716
NCT04003467,NCT05696717,0.6313093835824567
NCT04003467,NCT05731544,0.6874100492453258
NCT04003467,NCT06079736,0.7576653128629869
NCT04003467,NCT06185673,0.5515569931654363
NCT04003467,NCT06204809,0.5967692917273547
NCT04003467,NCT06255782,0.6072378982904643
NCT04003467,NCT06377930,0.5860230697154472
NCT04003467,NCT06601192,0.6212376239284992
NCT04003467,NCT06663137,0.7209050542419664
NCT04003467,NCT06736509,0.590247461147148
NCT04003467,NCT05579249,0.7133073618143837
NCT04003467,NCT06034275,0.5348100753807188
NCT04003467,NCT05065411,0.6402384651289572
NCT04003467,NCT05424276,0.6880871391061736
NCT04003467,NCT04887298,0.5097701715123752
NCT04003467,NCT04073498,0.6332352176011086
NCT04003467,NCT03959527,0.6186574350890879
NCT04003467,NCT04469595,0.6872301980892174
NCT04003467,NCT04370054,0.6065594326937572
NCT04153149,NCT03059992,0.7341396221493248
NCT04153149,NCT03257033,0.6641225817838929
NCT04153149,NCT03363841,0.817966327385145
NCT04153149,NCT03417102,0.7108318020482042
NCT04153149,NCT03425279,0.763664562956201
NCT04153149,NCT03464019,0.854698197433521
NCT04153149,NCT03504488,0.7146304716333797
NCT04153149,NCT04003467,0.6077153553689786
NCT04153149,NCT04153149,1.0000000000000007
NCT04153149,NCT04163185,0.7897472104872112
NCT04153149,NCT04180488,0.8136887012259689
NCT04153149,NCT04524273,0.8455257866510371
NCT04153149,NCT04544293,0.7454550081325328
NCT04153149,NCT05059223,0.8574311938383917
NCT04153149,NCT05085366,0.8582425782947202
NCT04153149,NCT05109091,0.7754495025836251
NCT04153149,NCT05208944,0.6804955858257163
NCT04153149,NCT05291091,0.8817326644039541
NCT04153149,NCT05357950,0.7996886891352436
NCT04153149,NCT05481879,0.7299056404648211
NCT04153149,NCT05693142,0.7838480638097531
NCT04153149,NCT05696717,0.7748623248130074
NCT04153149,NCT05731544,0.8257656057955648
NCT04153149,NCT06079736,0.780427358883981
NCT04153149,NCT06185673,0.5072847949183734
NCT04153149,NCT06204809,0.8253638111191457
NCT04153149,NCT06255782,0.724779513741765
NCT04153149,NCT06377930,0.6972684044647534
NCT04153149,NCT06601192,0.7448048746212437
NCT04153149,NCT06663137,0.7937329600854476
NCT04153149,NCT06736509,0.8012317316949554
NCT04153149,NCT05579249,0.7135474269621257
NCT04153149,NCT06034275,0.5950284552119587
NCT04153149,NCT05065411,0.6493939796192785
NCT04153149,NCT05424276,0.7263187758083732
NCT04153149,NCT04887298,0.7252873609122693
NCT04153149,NCT04073498,0.7497496341993648
NCT04153149,NCT03959527,0.7226439269648118
NCT04153149,NCT04469595,0.8047932981055622
NCT04153149,NCT04370054,0.7625942406534624
NCT04163185,NCT03059992,0.6808672348774322
NCT04163185,NCT03257033,0.7254697132568602
NCT04163185,NCT03363841,0.8564003400691796
NCT04163185,NCT03417102,0.6879500966506574
NCT04163185,NCT03425279,0.7575092926120333
NCT04163185,NCT03464019,0.8077913624564608
NCT04163185,NCT03504488,0.7633368581046623
NCT04163185,NCT04003467,0.6220833957823946
NCT04163185,NCT04153149,0.7897472104872112
NCT04163185,NCT04163185,1.0000000000000004
NCT04163185,NCT04180488,0.8658987316987788
NCT04163185,NCT04524273,0.8096801965170236
NCT04163185,NCT04544293,0.618789819318379
NCT04163185,NCT05059223,0.9145598121724481
NCT04163185,NCT05085366,0.8366635481781292
NCT04163185,NCT05109091,0.8194844157031539
NCT04163185,NCT05208944,0.6023688711213153
NCT04163185,NCT05291091,0.802625603916986
NCT04163185,NCT05357950,0.7282055385861236
NCT04163185,NCT05481879,0.750866231852888
NCT04163185,NCT05693142,0.681690968919333
NCT04163185,NCT05696717,0.8503897231966472
NCT04163185,NCT05731544,0.7483794368136706
NCT04163185,NCT06079736,0.6631764180592005
NCT04163185,NCT06185673,0.5358955524131646
NCT04163185,NCT06204809,0.7519852773340043
NCT04163185,NCT06255782,0.6490692690400554
NCT04163185,NCT06377930,0.8028175156649852
NCT04163185,NCT06601192,0.7587963755939832
NCT04163185,NCT06663137,0.689847478138814
NCT04163185,NCT06736509,0.8760634487394187
NCT04163185,NCT05579249,0.6248455862537431
NCT04163185,NCT06034275,0.6883736482639538
NCT04163185,NCT05065411,0.6769840919735005
NCT04163185,NCT05424276,0.7758603901662672
NCT04163185,NCT04887298,0.6219651226557866
NCT04163185,NCT04073498,0.625444612744022
NCT04163185,NCT03959527,0.7320778815618995
NCT04163185,NCT04469595,0.8477175124648557
NCT04163185,NCT04370054,0.7604828169753357
NCT04180488,NCT03059992,0.7736983133314935
NCT04180488,NCT03257033,0.8015365008313161
NCT04180488,NCT03363841,0.8778951749768701
NCT04180488,NCT03417102,0.7636370942638392
NCT04180488,NCT03425279,0.8344961389664136
NCT04180488,NCT03464019,0.8192026421576648
NCT04180488,NCT03504488,0.8805919377600087
NCT04180488,NCT04003467,0.756803723829736
NCT04180488,NCT04153149,0.8136887012259689
NCT04180488,NCT04163185,0.8658987316987788
NCT04180488,NCT04180488,0.9999999999999999
NCT04180488,NCT04524273,0.8528850693399794
NCT04180488,NCT04544293,0.7538075387886061
NCT04180488,NCT05059223,0.8567644221074602
NCT04180488,NCT05085366,0.8913470642923368
NCT04180488,NCT05109091,0.8612785065434382
NCT04180488,NCT05208944,0.6941416809507059
NCT04180488,NCT05291091,0.8863303214514633
NCT04180488,NCT05357950,0.833387274937491
NCT04180488,NCT05481879,0.8043795605963038
NCT04180488,NCT05693142,0.7700715034344503
NCT04180488,NCT05696717,0.856577984349122
NCT04180488,NCT05731544,0.8267867505081615
NCT04180488,NCT06079736,0.7794524729668707
NCT04180488,NCT06185673,0.562851951859446
NCT04180488,NCT06204809,0.7366668944382825
NCT04180488,NCT06255782,0.7374696581060969
NCT04180488,NCT06377930,0.7865263141542082
NCT04180488,NCT06601192,0.7710822213046822
NCT04180488,NCT06663137,0.8027728212019873
NCT04180488,NCT06736509,0.8459959311034809
NCT04180488,NCT05579249,0.7467487843609785
NCT04180488,NCT06034275,0.7741956911753143
NCT04180488,NCT05065411,0.7419252909845169
NCT04180488,NCT05424276,0.8154213692107699
NCT04180488,NCT04887298,0.6476378615933378
NCT04180488,NCT04073498,0.7298600912723565
NCT04180488,NCT03959527,0.7849653100342786
NCT04180488,NCT04469595,0.8921075540297942
NCT04180488,NCT04370054,0.8732329888414283
NCT04524273,NCT03059992,0.7654154339539154
NCT04524273,NCT03257033,0.7542854055777675
NCT04524273,NCT03363841,0.8533395790451642
NCT04524273,NCT03417102,0.644514631319424
NCT04524273,NCT03425279,0.8182979397062782
NCT04524273,NCT03464019,0.7878936364309927
NCT04524273,NCT03504488,0.7874491482698716
NCT04524273,NCT04003467,0.5980687166354037
NCT04524273,NCT04153149,0.8455257866510371
NCT04524273,NCT04163185,0.8096801965170236
NCT04524273,NCT04180488,0.8528850693399794
NCT04524273,NCT04524273,1.0000000000000004
NCT04524273,NCT04544293,0.6817359371355629
NCT04524273,NCT05059223,0.8884042688967434
NCT04524273,NCT05085366,0.9247462617300874
NCT04524273,NCT05109091,0.7777640311580676
NCT04524273,NCT05208944,0.5948477432650824
NCT04524273,NCT05291091,0.8117995276689141
NCT04524273,NCT05357950,0.7338303063819186
NCT04524273,NCT05481879,0.7271492144789894
NCT04524273,NCT05693142,0.7399476649426671
NCT04524273,NCT05696717,0.7876342671282178
NCT04524273,NCT05731544,0.8070641173600155
NCT04524273,NCT06079736,0.6569462551377344
NCT04524273,NCT06185673,0.49560746693377594
NCT04524273,NCT06204809,0.7501157845507291
NCT04524273,NCT06255782,0.6519019938278272
NCT04524273,NCT06377930,0.6917898211962997
NCT04524273,NCT06601192,0.6963064080742648
NCT04524273,NCT06663137,0.7581202013211328
NCT04524273,NCT06736509,0.8800982433801945
NCT04524273,NCT05579249,0.6908606204525255
NCT04524273,NCT06034275,0.6941419123757167
NCT04524273,NCT05065411,0.725568418909342
NCT04524273,NCT05424276,0.6980875947232978
NCT04524273,NCT04887298,0.7479094594404138
NCT04524273,NCT04073498,0.697139211232373
NCT04524273,NCT03959527,0.7800023190304574
NCT04524273,NCT04469595,0.7719758507580499
NCT04524273,NCT04370054,0.7688428046096921
NCT04544293,NCT03059992,0.5948093902132617
NCT04544293,NCT03257033,0.59741132615494
NCT04544293,NCT03363841,0.6564037410301162
NCT04544293,NCT03417102,0.5701324795528504
NCT04544293,NCT03425279,0.640650621705903
NCT04544293,NCT03464019,0.7334979117794674
NCT04544293,NCT03504488,0.6518277646248742
NCT04544293,NCT04003467,0.6609847079148974
NCT04544293,NCT04153149,0.7454550081325328
NCT04544293,NCT04163185,0.618789819318379
NCT04544293,NCT04180488,0.7538075387886061
NCT04544293,NCT04524273,0.6817359371355629
NCT04544293,NCT04544293,1.0000000000000009
NCT04544293,NCT05059223,0.6340961076715013
NCT04544293,NCT05085366,0.7475430174268346
NCT04544293,NCT05109091,0.688667276725549
NCT04544293,NCT05208944,0.577061719376814
NCT04544293,NCT05291091,0.8111191189311729
NCT04544293,NCT05357950,0.7407054759437002
NCT04544293,NCT05481879,0.6973194671000102
NCT04544293,NCT05693142,0.8094839385287033
NCT04544293,NCT05696717,0.6741790028602156
NCT04544293,NCT05731544,0.7796324019908717
NCT04544293,NCT06079736,0.6679772882343559
NCT04544293,NCT06185673,0.5670322283179385
NCT04544293,NCT06204809,0.6562763180121458
NCT04544293,NCT06255782,0.6043139648897067
NCT04544293,NCT06377930,0.5018372705010254
NCT04544293,NCT06601192,0.6175774916979431
NCT04544293,NCT06663137,0.6181910764730483
NCT04544293,NCT06736509,0.6441180329201532
NCT04544293,NCT05579249,0.8795758319071942
NCT04544293,NCT06034275,0.5494684938692707
NCT04544293,NCT05065411,0.5395320705795515
NCT04544293,NCT05424276,0.7017757370270915
NCT04544293,NCT04887298,0.5993349880138462
NCT04544293,NCT04073498,0.5867432652497238
NCT04544293,NCT03959527,0.6202624166071125
NCT04544293,NCT04469595,0.687957871372391
NCT04544293,NCT04370054,0.7417295372908856
NCT05059223,NCT03059992,0.7346386837146703
NCT05059223,NCT03257033,0.7196895731303876
NCT05059223,NCT03363841,0.8819628261104786
NCT05059223,NCT03417102,0.6370145286947211
NCT05059223,NCT03425279,0.7619588145086372
NCT05059223,NCT03464019,0.818797118540138
NCT05059223,NCT03504488,0.7560258832490435
NCT05059223,NCT04003467,0.582319365943567
NCT05059223,NCT04153149,0.8574311938383917
NCT05059223,NCT04163185,0.9145598121724481
NCT05059223,NCT04180488,0.8567644221074602
NCT05059223,NCT04524273,0.8884042688967434
NCT05059223,NCT04544293,0.6340961076715013
NCT05059223,NCT05059223,1.0000000000000009
NCT05059223,NCT05085366,0.8891547258847946
NCT05059223,NCT05109091,0.8118815769982706
NCT05059223,NCT05208944,0.5533449337614033
NCT05059223,NCT05291091,0.8372306589198343
NCT05059223,NCT05357950,0.7342949529470467
NCT05059223,NCT05481879,0.726862671849887
NCT05059223,NCT05693142,0.7019817751894243
NCT05059223,NCT05696717,0.8477537951656591
NCT05059223,NCT05731544,0.7917713001546941
NCT05059223,NCT06079736,0.6628405020413588
NCT05059223,NCT06185673,0.4991831052001749
NCT05059223,NCT06204809,0.7735925956765854
NCT05059223,NCT06255782,0.6948187209418288
NCT05059223,NCT06377930,0.7940448571896397
NCT05059223,NCT06601192,0.7210643105934045
NCT05059223,NCT06663137,0.7004974297961868
NCT05059223,NCT06736509,0.9223655687824792
NCT05059223,NCT05579249,0.6378210611759662
NCT05059223,NCT06034275,0.6466634273034961
NCT05059223,NCT05065411,0.6638252809131314
NCT05059223,NCT05424276,0.7394496379998141
NCT05059223,NCT04887298,0.6816366852266665
NCT05059223,NCT04073498,0.6660215111697506
NCT05059223,NCT03959527,0.7796106937382032
NCT05059223,NCT04469595,0.8393871225840737
NCT05059223,NCT04370054,0.7706814507979038
NCT05085366,NCT03059992,0.692205914969108
NCT05085366,NCT03257033,0.7788126909087112
NCT05085366,NCT03363841,0.8912863950819601
NCT05085366,NCT03417102,0.6383461723428193
NCT05085366,NCT03425279,0.7974470223999046
NCT05085366,NCT03464019,0.9080418765832298
NCT05085366,NCT03504488,0.838804875344025
NCT05085366,NCT04003467,0.561353143656408
NCT05085366,NCT04153149,0.8582425782947202
NCT05085366,NCT04163185,0.8366635481781292
NCT05085366,NCT04180488,0.8913470642923368
NCT05085366,NCT04524273,0.9247462617300874
NCT05085366,NCT04544293,0.7475430174268346
NCT05085366,NCT05059223,0.8891547258847946
NCT05085366,NCT05085366,1.0000000000000004
NCT05085366,NCT05109091,0.8866800230322262
NCT05085366,NCT05208944,0.5819015238856282
NCT05085366,NCT05291091,0.9190839513809335
NCT05085366,NCT05357950,0.7038534412583404
NCT05085366,NCT05481879,0.7294631201836972
NCT05085366,NCT05693142,0.7505374939307022
NCT05085366,NCT05696717,0.897028069492286
NCT05085366,NCT05731544,0.8349383178065664
NCT05085366,NCT06079736,0.6482528890847147
NCT05085366,NCT06185673,0.4642472004111228
NCT05085366,NCT06204809,0.7762600844531303
NCT05085366,NCT06255782,0.675292679634257
NCT05085366,NCT06377930,0.726086080947634
NCT05085366,NCT06601192,0.737121860476654
NCT05085366,NCT06663137,0.716976766684902
NCT05085366,NCT06736509,0.8760972466405066
NCT05085366,NCT05579249,0.695628750017441
NCT05085366,NCT06034275,0.7003493144419815
NCT05085366,NCT05065411,0.6831166417837892
NCT05085366,NCT05424276,0.7582700008455384
NCT05085366,NCT04887298,0.6869869369125734
NCT05085366,NCT04073498,0.6476998512063626
NCT05085366,NCT03959527,0.7172101729919047
NCT05085366,NCT04469595,0.8131185311077163
NCT05085366,NCT04370054,0.8689673829333058
NCT05109091,NCT03059992,0.5721013015895611
NCT05109091,NCT03257033,0.7593883018818941
NCT05109091,NCT03363841,0.7992539769697482
NCT05109091,NCT03417102,0.673764120194238
NCT05109091,NCT03425279,0.7911329330119089
NCT05109091,NCT03464019,0.8723322719247995
NCT05109091,NCT03504488,0.8413081175213251
